variable,OLS slope/decade,OLS p-value,Theil-Sen slope/decade,Theil-Sen 95% CI low,Theil-Sen 95% CI high,Kendall tau,tau p-value,significant (p<0.05)
tas_mean,0.6304934471327883,0.00045189771112821506,0.6853059156263099,0.38621282478992214,0.9889947940948811,0.5789473684210527,0.00019531614824281216,True
heat_index_mean,0.7565674667472372,8.87107791545444e-05,0.8318745468322203,0.5071810604649348,1.0403995559588861,0.5894736842105264,0.00014216492337970727,True
tas_p95,0.04274436602313566,0.8840737556821673,0.2239679239388087,-0.42820410707347734,0.7339974253163417,0.1473684210526316,0.3858571513151256,False
tmax_mean,0.6066374718479124,0.0077822519946476165,0.6965939018868976,0.237959831328439,1.048928250833324,0.45263157894736844,0.004748309856126978,True
tmin_mean,0.7073353009348603,0.00016599203459903133,0.7049190509273068,0.4225397675080357,1.0778094129214288,0.5894736842105264,0.00014216492337970727,True
precip_total,115.8716736222735,0.1387829889535474,120.53009735400826,-40.63743025113392,297.065062145966,0.28421052631578947,0.08550171523715203,False
