start,length,peak,mean_tmax,year
2026-02-07,9,21.715210000000013,20.694158333333355,2026
2026-05-11,5,33.48917500000003,31.989272500000027,2026
2026-07-07,6,39.46815000000002,38.525025416666686,2026
2026-07-15,3,40.21289000000003,39.67232083333336,2026
2026-07-24,7,41.32979500000003,39.84256750000002,2026
2026-08-02,3,39.72556500000002,39.20782000000002,2026
2026-08-06,3,38.662095000000036,38.53922750000003,2026
2026-08-15,5,40.74299750000003,39.847727500000026,2026
2026-08-26,3,38.80976500000001,37.88972250000002,2026
2026-09-07,3,38.04145500000003,36.16651166666669,2026
2026-09-16,12,38.722960000000015,35.38614770833336,2026
2026-10-27,6,26.563670000000045,26.29645708333336,2026
2026-11-16,5,23.951180000000022,22.744461500000025,2026
2026-11-25,3,19.529192500000022,19.44150833333335,2026
2026-12-21,3,18.566170000000014,17.819695833333352,2026
2027-01-12,11,18.852210000000028,17.090987045454565,2027
2027-01-24,7,19.69217000000002,18.714039642857163,2027
2027-07-13,4,39.272150000000025,38.67516437500002,2027
2027-07-29,9,41.39589000000002,39.716321388888915,2027
2027-08-09,3,39.274315000000016,38.71880000000002,2027
2027-08-13,6,41.013207500000036,40.097491250000026,2027
2027-08-22,7,38.438837500000034,38.01013571428574,2027
2027-09-16,11,37.50436500000002,34.815355454545475,2027
2027-09-28,8,33.61528000000001,32.26281093750002,2027
2027-11-10,5,24.792492500000023,24.138273000000023,2027
2027-12-10,4,17.984157500000038,17.777405625000025,2027
2028-01-15,8,18.928330000000017,17.435833125000023,2028
2028-01-24,6,19.52718750000001,18.51345291666669,2028
2028-02-25,10,25.47838000000003,23.555642000000024,2028
2028-04-09,6,30.40338500000003,28.87123875000002,2028
2028-04-27,3,32.89477000000002,31.361085000000028,2028
2028-05-02,3,31.718287500000017,30.893403333333353,2028
2028-06-03,3,35.39634750000003,34.7842691666667,2028
2028-06-07,3,36.32886250000003,35.60732583333336,2028
2028-06-26,4,39.781007500000015,38.61880062500002,2028
2028-07-01,8,39.73181750000002,38.83699500000002,2028
2028-07-13,4,40.847747500000025,39.82246187500002,2028
2028-08-07,3,39.006230000000016,38.77203083333335,2028
2028-08-19,3,39.76562000000001,38.93334666666669,2028
2028-08-29,3,38.74014250000002,37.87929583333336,2028
2028-09-05,9,36.46331500000004,34.90101388888891,2028
2028-12-21,4,18.087757500000023,17.81381937500002,2028
2029-02-25,3,22.778067500000034,21.784900000000032,2029
2029-04-08,11,30.987265000000008,28.916964772727294,2029
2029-06-03,6,38.64683250000003,36.99163916666669,2029
2029-06-22,8,42.042707500000034,39.48127187500002,2029
2029-07-07,6,41.34221750000002,39.154960000000024,2029
2029-07-14,3,39.57702000000003,39.007818333333354,2029
2029-07-20,9,42.227555000000024,39.832706111111136,2029
2029-07-31,5,42.68177250000002,41.02869700000003,2029
2029-08-07,4,39.476515000000035,39.32500812500003,2029
2029-08-17,3,38.70231750000002,38.467455833333354,2029
2029-09-14,4,34.52033250000002,33.94238500000002,2029
2029-09-27,8,32.68874750000002,31.99387687500002,2029
2029-12-16,3,18.846100000000007,18.271680000000018,2029
2030-02-01,4,19.717310000000012,18.84458687500002,2030
2030-03-24,7,30.26876500000003,27.69689642857145,2030
2030-04-03,7,28.333285000000032,27.352817500000025,2030
2030-04-14,3,26.87192500000002,26.76873083333335,2030
2030-04-19,6,31.698867500000034,28.909830416666694,2030
2030-04-29,5,33.95099500000002,32.59821900000002,2030
2030-06-28,8,42.23852000000002,40.18658281250002,2030
2030-07-22,5,41.00746500000001,40.11888250000002,2030
2030-08-19,6,38.687755000000024,37.92723666666669,2030
2030-08-27,12,39.21915750000002,38.26433750000002,2030
2030-10-02,4,32.19892250000001,31.112079375000018,2030
2030-10-09,3,31.091370000000026,30.336176666666688,2030
2030-10-16,3,29.565535000000025,28.730707500000022,2030
2030-10-20,3,27.384040000000027,26.98233916666669,2030
2030-10-30,6,26.517670000000024,25.795436250000034,2030
2030-11-21,15,23.31356750000002,20.578517000000023,2030
2030-12-07,6,20.807227500000025,19.82583166666669,2030
2031-03-30,5,26.717582500000034,25.894595000000027,2031
2031-04-09,3,27.726520000000022,27.318123333333357,2031
2031-05-02,10,34.356510000000014,31.45012250000002,2031
2031-06-15,5,37.26314500000002,36.724166500000024,2031
2031-06-22,6,40.558947500000016,38.45454958333335,2031
2031-07-02,3,40.13775250000002,39.00277416666669,2031
2031-07-24,3,39.71548750000001,39.11240916666669,2031
2031-07-30,3,39.67735250000001,39.20860083333335,2031
2031-08-14,5,40.09579250000003,39.080760000000026,2031
2031-08-20,5,38.090952500000014,37.77653400000001,2031
2031-09-13,3,34.85057250000003,34.1493841666667,2031
2031-09-18,10,34.75077500000002,33.86797000000003,2031
2031-10-05,7,32.60207500000003,30.8552210714286,2031
2031-11-18,4,22.119000000000042,21.707022500000026,2031
2031-11-23,3,22.646722500000024,21.687985833333354,2031
2031-12-31,3,18.083580000000026,17.624270833333355,2031
2032-01-12,6,20.41619000000003,18.255589166666688,2032
2032-01-27,7,20.843435000000014,19.411152142857166,2032
2032-02-04,6,20.08756750000002,19.082574166666685,2032
2032-02-24,4,22.63945250000002,21.69460375000003,2032
2032-04-23,3,29.512445000000028,28.543549166666693,2032
2032-06-16,4,39.65601750000002,37.728891875000016,2032
2032-07-05,5,41.03146750000002,39.50219400000002,2032
2032-07-12,6,40.67648750000002,39.48547125000002,2032
2032-07-20,19,42.67355250000003,40.17799697368423,2032
2032-08-12,3,38.610260000000025,38.267512500000024,2032
2032-08-16,5,40.59154250000002,39.11032200000002,2032
2032-08-30,8,38.13493750000002,36.93611875000003,2032
2032-09-19,5,36.178977500000016,34.566062000000024,2032
2032-10-18,4,27.818237500000023,27.334301250000028,2032
2032-12-12,4,19.38973500000003,18.449750000000027,2032
2032-12-17,3,18.68319000000004,17.981528333333358,2032
2033-02-01,5,20.178430000000034,18.74482250000002,2033
2033-02-13,3,24.293732500000033,22.002041666666685,2033
2033-02-27,6,23.525842500000024,22.347711666666697,2033
2033-04-17,3,28.77073750000001,27.578049166666684,2033
2033-05-06,13,35.49136500000003,33.61220365384618,2033
2033-06-25,11,44.549130000000034,40.87901068181821,2033
2033-07-13,7,41.68228250000003,40.2606585714286,2033
2033-07-22,9,42.32085500000001,40.73905250000002,2033
2033-08-03,5,40.96371500000002,40.00576350000002,2033
2033-08-14,3,39.36609250000002,38.79969416666669,2033
2033-08-23,20,41.939107500000034,38.20343287500002,2033
2033-10-16,3,29.34999500000002,28.57482000000002,2033
2033-10-22,3,28.45712500000002,27.90648333333336,2033
2033-11-13,3,22.41336250000002,22.11296166666669,2033
2033-11-22,9,21.80904750000002,20.035167222222242,2033
2033-12-02,4,19.985475000000008,19.07877062500002,2033
2034-03-15,6,28.86362250000002,26.64116541666669,2034
2034-03-23,5,28.55040250000002,26.389728000000026,2034
2034-04-21,3,28.31045500000002,27.47803916666669,2034
2034-05-12,3,34.47237750000002,32.95290666666669,2034
2034-05-17,4,34.45196000000003,33.57635062500003,2034
2034-06-01,3,37.421377500000034,36.82481833333336,2034
2034-06-08,9,42.99465500000002,40.83890555555558,2034
2034-06-27,5,40.449120000000036,38.35763450000003,2034
2034-07-21,9,41.26618000000002,39.266935833333356,2034
2034-08-03,6,42.21508500000003,41.154126250000026,2034
2034-08-22,3,38.04577000000003,37.45422916666669,2034
2034-08-28,11,38.39535750000002,37.9297156818182,2034
2034-09-11,5,35.121842500000014,34.39503600000002,2034
2034-12-30,5,18.60540250000001,17.690303000000018,2034
2035-02-19,4,21.168342500000037,20.62483750000003,2035
2035-04-07,5,29.67649000000003,27.567736500000024,2035
2035-04-27,6,31.249422500000023,30.15294666666669,2035
2035-05-17,12,38.57779250000003,35.582180208333355,2035
2035-06-05,3,37.63878250000003,37.1324291666667,2035
2035-06-19,3,36.58747500000001,36.37196166666669,2035
2035-07-05,4,39.388390000000015,38.289750625000025,2035
2035-07-14,10,41.367450000000034,40.24634000000002,2035
2035-07-26,4,40.25381250000002,39.506911250000016,2035
2035-08-07,7,41.619755000000026,40.32165464285716,2035
2035-08-17,3,38.23414750000002,37.91621000000003,2035
2035-08-23,5,39.91714750000003,38.498780500000024,2035
2035-08-29,4,40.932022500000016,39.17319500000003,2035
2035-09-06,5,36.503260000000026,35.752413500000024,2035
2035-10-11,4,31.54683000000003,30.351260000000025,2035
2035-10-22,9,27.05191750000003,26.60645388888891,2035
