period,ssp245_mean,ssp585_mean,diff_585_minus_245,noise_sd,distinguishable
2026-2045,-2.2637155476254853,-2.2866223400322556,-0.022906792406770293,0.913365967635174,False
2046-2055,-1.7795902245224746,-2.5363274382490695,-0.7567372137265949,0.9531955789719386,False
2056-2065,-2.3390738348468902,-3.00122627246857,-0.6621524376216796,0.9677793497734132,False
2066-2075,-2.175431088852644,-3.1048478529418286,-0.9294167640891846,0.9609916362161883,False
2076-2085,-2.138737414893007,-2.963941315620999,-0.8252039007279919,0.9259684219756839,False
2086-2095,-2.6455304502914387,-3.1034094379484185,-0.45787898765697976,0.8097978155498178,False
2096-2100,-2.743490196393689,-2.8030717364614,-0.0595815400677111,0.936490878154252,False
