period,ssp245_mean,ssp585_mean,diff_585_minus_245,noise_sd,distinguishable
2026-2045,20.145244109720487,19.864095152346508,-0.28114895737397916,0.5686348931625714,False
2046-2055,20.695834184456373,21.106919607805214,0.41108542334884035,0.6873449085213245,False
2056-2065,21.587435173911302,22.095195016187237,0.5077598422759344,0.37713361576418813,True
2066-2075,22.00623243408854,22.773843080647787,0.7676106465592483,0.4765452402255094,True
2076-2085,22.132397434617797,23.555522904675126,1.4231254700573288,0.6727827790356693,True
2086-2095,22.774872205917397,25.02516933889725,2.2502971329798527,0.4514605823733044,True
2096-2100,22.57979178655288,25.37840843005033,2.79861664349745,0.3843857282910212,True
