period,ssp245_mean,ssp585_mean,diff_585_minus_245,noise_sd,distinguishable
2026-2045,3.6,3.2,-0.3999999999999999,2.3508117299081364,False
2046-2055,3.6,3.2,-0.3999999999999999,1.8257418583505536,False
2056-2065,3.9,3.8,-0.10000000000000009,2.034425935955617,False
2066-2075,3.3,3.6,0.30000000000000027,1.950783318453271,False
2076-2085,4.4,4.4,0.0,2.7768887466211374,False
2086-2095,3.4,2.5,-0.8999999999999999,2.344023132233222,False
2096-2100,3.4,4.0,0.6000000000000001,2.097617696340303,False
