period,ssp245_mean,ssp585_mean,diff_585_minus_245,noise_sd,distinguishable
2026-2045,7.030902628562474,6.905130287317439,-0.12577234124503534,1.0290080401972592,False
2046-2055,7.101799329432412,7.251651149431216,0.14985181999880393,0.8016917901896927,False
2056-2065,7.567699253258718,7.229433607431169,-0.3382656458275495,1.2154465590400667,False
2066-2075,6.970276791133735,6.971388831342584,0.001112040208849585,0.9457565787703167,False
2076-2085,6.972300296229944,7.831275616436317,0.8589753202063726,1.2083299873414646,False
2086-2095,7.143771527389421,7.038067834751573,-0.10570369263784851,1.2597292389413626,False
2096-2100,7.1585052149885655,8.632192482396377,1.4736872674078114,1.4275168386522248,True
