period,ssp245_mean,ssp585_mean,diff_585_minus_245,noise_sd,distinguishable
2026-2045,24.59982665357098,24.394039321666295,-0.20578733190468412,0.6642009904078825,False
2046-2055,25.16013844147181,25.633348608805523,0.4732101673337148,0.7673540647392311,False
2056-2065,26.00894530899514,26.566441128996928,0.5574958200017868,0.3857755122384963,True
2066-2075,26.44680008487303,27.27228643704502,0.8254863521719926,0.561735900294363,True
2076-2085,26.66605525019518,28.1240594272271,1.4580041770319205,0.6876355270191115,True
2086-2095,27.238304101142564,29.530775373652496,2.292471272509932,0.516815800079165,True
2096-2100,27.0733424482135,29.918403102459365,2.8450606542458665,0.3864243549410417,True
