variable,OLS slope/decade,OLS p-value,Theil-Sen slope/decade,Theil-Sen 95% low,Theil-Sen 95% high,Kendall tau,tau p-value,significant (p<0.05)
DJF,0.17524579483101177,0.14771383641267796,0.17301301611140207,-0.11000252645502565,0.44133882211538356,0.13650793650793652,0.2414392796251561,False
MAM,0.18459433198604464,0.23101645645092586,0.18006413950562067,-0.2055547271286251,0.5153066009963799,0.12380952380952383,0.28804063748976105,False
JJA,0.18167104408112628,0.17403444984943156,0.22729250938786694,-0.07926992412284176,0.5336663383152178,0.17142857142857143,0.1412758198327672,False
SON,0.35493377847375057,0.006384727230476558,0.31798475244064106,0.0955404441391939,0.5890808464972519,0.32063492063492066,0.005933739984725707,True
