valid_time,latitude,longitude,tp,t2m,u10,v10,d2m
1990-01-04 06:00:00,39.5,22.25,9.536743e-07,274.23898,1.1536865,-0.7498169,269.4281
1990-01-04 06:00:00,39.5,22.5,1.9073486e-06,273.2722,1.3988037,0.07244873,269.87537
1990-01-04 06:00:00,39.75,22.25,0.0,272.70773,0.33239746,-1.8464966,267.62537
1990-01-04 06:00:00,39.75,22.5,0.0,273.86398,-0.14416504,-1.65802,269.15076
1990-01-04 12:00:00,39.5,22.25,1.335144e-05,279.09836,-1.2271729,-1.7258606,268.0468
1990-01-04 12:00:00,39.5,22.5,4.339218e-05,277.61398,-1.7613525,-2.0022278,269.34955
1990-01-04 12:00:00,39.75,22.25,3.33786e-06,277.52805,-0.82873535,-0.73269653,266.9179
1990-01-04 12:00:00,39.75,22.5,5.2452087e-06,277.54562,-1.697876,-2.3137512,267.9101
1990-01-04 18:00:00,39.5,22.25,6.67572e-06,275.7401,-0.74612427,-0.45515442,270.93512
1990-01-04 18:00:00,39.5,22.5,1.9073486e-05,274.46277,-0.945343,-0.34773254,271.66364
1990-01-04 18:00:00,39.75,22.25,4.7683716e-06,274.83972,-0.4170227,0.1327362,268.20856
1990-01-04 18:00:00,39.75,22.5,1.6212463e-05,274.10144,-1.1875305,-1.0352325,269.89215
1990-01-05 00:00:00,39.5,22.25,0.00015068054,273.99908,-0.886261,-1.3371582,270.02557
1990-01-05 00:00:00,39.5,22.5,0.00031518936,273.06158,-1.5405579,-0.6965332,270.43964
1990-01-05 00:00:00,39.75,22.25,0.00018882751,271.5987,-0.5864563,-1.2189941,268.3205
1990-01-05 00:00:00,39.75,22.5,0.00057315826,272.95416,-2.122589,-0.9904785,269.81464
1990-01-05 06:00:00,39.5,22.25,5.531311e-05,275.23462,-1.0933838,-0.5576477,271.1197
1990-01-05 06:00:00,39.5,22.5,1.4305115e-05,274.5276,-1.9674072,-0.2998352,268.3814
1990-01-05 06:00:00,39.75,22.25,0.00022029877,273.4807,-1.4156494,-0.41604614,269.54938
1990-01-05 06:00:00,39.75,22.5,7.581711e-05,274.46704,-3.1051025,-0.72073364,269.14508
1990-01-05 12:00:00,39.5,22.25,6.67572e-06,276.87622,-4.000244,-0.50367737,266.99704
1990-01-05 12:00:00,39.5,22.5,4.7683716e-06,275.6399,-4.22876,-0.8679352,266.29196
1990-01-05 12:00:00,39.75,22.25,2.193451e-05,274.54028,-3.154541,0.5392914,267.31735
1990-01-05 12:00:00,39.75,22.5,2.0980835e-05,274.78052,-4.2805176,-0.7683258,267.1904
1990-01-05 18:00:00,39.5,22.25,2.861023e-06,273.31668,-0.47920227,-0.8670044,266.84732
1990-01-05 18:00:00,39.5,22.5,2.861023e-06,272.68777,-1.0153351,-0.9158325,266.92935
1990-01-05 18:00:00,39.75,22.25,3.8146973e-06,271.5823,-0.4655304,0.15740967,267.01334
1990-01-05 18:00:00,39.75,22.5,3.33786e-06,272.54324,-1.8014679,-0.7576294,266.53873
1990-01-06 00:00:00,39.5,22.25,4.7683716e-06,273.10544,1.2212372,-0.91134644,267.47043
1990-01-06 00:00:00,39.5,22.5,8.583069e-06,273.18747,0.7202606,-0.37911987,267.8962
1990-01-06 00:00:00,39.75,22.25,4.2915344e-06,271.8535,0.32084656,-0.48458862,267.67355
1990-01-06 00:00:00,39.75,22.5,4.7683716e-06,273.4785,-0.8031769,-1.0314636,267.363
1990-01-06 06:00:00,39.5,22.25,4.2915344e-06,273.50073,1.0169525,-0.42811584,267.3158
1990-01-06 06:00:00,39.5,22.5,1.04904175e-05,273.20386,0.6898041,0.0074310303,267.61853
1990-01-06 06:00:00,39.75,22.25,4.2915344e-06,272.29175,0.3118744,-0.48768616,267.3861
