valid_time,lat,lon,tas,tasmax,tasmin,pr,huss,sfcWind,psl,precip_mm_day,relative_humidity_pct
2026-01-01,39.10994764397907,21.25,285.14886,287.24734,282.1065,3.7916623e-05,0.0073777963,3.348794,101718.53,3.2759962,85.80351
2026-01-01,39.10994764397907,22.5,283.1821,286.8791,279.02496,2.4048879e-05,0.006421738,2.5695624,101682.86,2.0778232,85.110886
2026-01-01,39.10994764397907,23.75,287.32016,288.40366,286.01852,1.7004028e-05,0.006839124,6.6121025,101495.92,1.4691479,68.9014
2026-01-01,40.0523560209424,21.25,283.02188,285.721,279.47134,3.556044e-05,0.0067968816,2.3400047,101617.914,3.072422,90.974625
2026-01-01,40.0523560209424,22.5,281.51715,285.19296,277.58362,2.9947283e-05,0.005923588,2.5017452,101599.984,2.5874453,87.770325
2026-01-01,40.0523560209424,23.75,285.85263,287.0211,284.38623,2.088617e-05,0.0064031347,5.7100663,101393.93,1.8045651,70.92149
2026-01-02,39.10994764397907,21.25,282.5431,285.1601,280.51978,8.318651e-07,0.0039983504,3.0801246,102659.53,0.07187314,55.9242
2026-01-02,39.10994764397907,22.5,280.35657,283.84116,277.8506,8.3975493e-07,0.00351802,2.8852952,102567.96,0.07255483,57.03087
2026-01-02,39.10994764397907,23.75,285.04358,286.90027,284.76617,1.230171e-06,0.004288133,9.396244,102323.77,0.10628678,50.611176
2026-01-02,40.0523560209424,21.25,279.5521,282.81937,276.71423,1.4935081e-07,0.0036579517,1.9285699,102701.24,0.01290391,62.73905
2026-01-02,40.0523560209424,22.5,278.2289,282.04044,276.00406,2.3463731e-07,0.0033607373,2.8783922,102607.54,0.020272663,63.1197
2026-01-02,40.0523560209424,23.75,283.29834,284.37073,282.9753,5.829721e-07,0.003955886,8.055703,102338.35,0.05036879,52.4376
2026-01-03,39.10994764397907,21.25,283.8911,287.41107,281.28278,1.9857416e-09,0.005841049,2.712749,102727.836,0.00017156807,74.62616
2026-01-03,39.10994764397907,22.5,281.52518,286.75388,277.8037,5.090406e-13,0.005003641,2.4261599,102656.625,4.398111e-08,74.91145
2026-01-03,39.10994764397907,23.75,286.62653,287.8628,284.85648,4.5928114e-12,0.005869508,7.646309,102428.74,3.968189e-07,62.46027
2026-01-03,40.0523560209424,21.25,282.04248,286.12537,278.26755,2.0310164e-12,0.005665821,1.8886513,102717.65,1.7547981e-07,81.926476
2026-01-03,40.0523560209424,22.5,280.35297,285.77786,276.22418,1.5136835e-10,0.004863927,2.4744272,102655.81,1.30782255e-05,78.87206
2026-01-03,40.0523560209424,23.75,285.2429,286.8094,283.11572,2.091102e-11,0.005420086,6.5684824,102421.91,1.8067121e-06,63.154663
2026-01-04,39.10994764397907,21.25,284.60324,286.64645,281.66226,5.598033e-08,0.00628711,2.010975,102549.91,0.0048367004,76.46821
2026-01-04,39.10994764397907,22.5,282.1446,285.81738,277.69427,4.477421e-08,0.0055731204,1.6299583,102536.11,0.0038684919,79.896164
2026-01-04,39.10994764397907,23.75,286.43143,286.94733,286.05716,4.7719265e-08,0.005740935,4.0629926,102407.41,0.0041229445,61.864994
