start,length,peak,mean_tmax,year
2026-01-01,5,19.01792500000002,17.50553050000002,2026
2026-05-05,3,30.34261500000001,30.144112500000016,2026
2026-05-18,5,34.836417500000024,33.75863100000002,2026
2026-06-04,8,40.347755000000035,37.821453437500026,2026
2026-06-14,11,41.75355750000003,38.82346636363639,2026
2026-06-26,4,39.70264000000002,38.67688937500002,2026
2026-07-17,6,39.356087500000015,38.58186250000003,2026
2026-07-24,8,40.590562500000004,39.54173937500002,2026
2026-08-07,9,40.06324750000002,38.967620000000025,2026
2026-09-05,6,35.69257750000001,35.17299166666668,2026
2026-09-21,5,34.34552250000003,32.75056200000002,2026
2026-10-25,10,32.513285000000025,28.70894600000002,2026
2026-12-02,8,20.04735250000003,19.166920625000024,2026
2026-12-23,4,20.39444250000001,19.65408062500002,2026
2027-01-18,4,18.675287500000024,17.544269375000024,2027
2027-01-29,11,21.636060000000015,19.4985106818182,2027
2027-02-13,4,21.68183500000002,20.014165625000025,2027
2027-05-11,5,33.54433750000001,33.06185650000002,2027
2027-05-19,3,33.98422500000002,33.33792166666669,2027
2027-06-04,4,37.740742500000025,36.779709375000024,2027
2027-06-11,4,37.418010000000024,36.49617750000002,2027
2027-07-29,4,39.63017000000002,38.925698125000025,2027
2027-09-06,4,35.50680750000002,35.004898125000025,2027
2027-09-18,4,33.99873000000002,33.207746875000026,2027
2027-09-23,4,33.68873500000002,32.96013625000002,2027
2027-12-03,7,19.468117500000034,18.840776071428593,2027
2028-01-01,5,20.23973000000001,19.140228500000017,2028
2028-02-24,3,21.483982500000025,20.971901666666685,2028
2028-03-12,5,25.51557250000002,24.712417500000022,2028
2028-03-19,6,26.566575000000014,25.786019166666694,2028
2028-04-10,15,33.80037250000002,30.589030333333355,2028
2028-04-28,6,31.214845000000025,30.248417916666682,2028
2028-06-02,11,41.45965500000001,38.60289954545456,2028
2028-06-29,4,40.46131250000002,39.24873250000002,2028
2028-07-06,4,42.53330000000001,40.32373437500002,2028
2028-07-15,13,41.72478750000002,40.33924769230771,2028
2028-08-03,8,43.78834250000003,41.49009937500002,2028
2028-08-13,12,44.25551250000002,40.73107354166669,2028
2028-09-03,4,38.05323250000002,36.59049562500002,2028
2028-09-16,17,36.192515,33.39603191176473,2028
2028-10-12,6,30.829040000000035,29.181043750000025,2028
2028-10-20,5,28.328902500000012,27.83869850000002,2028
2029-04-22,5,31.2342,29.764740500000016,2029
2029-05-03,4,32.969650000000016,31.64518562500002,2029
2029-06-04,9,39.075820000000036,37.11458833333335,2029
2029-06-20,4,36.86585250000003,36.56692625000002,2029
2029-07-01,6,40.86444500000002,39.18594708333335,2029
2029-07-10,3,39.879790000000014,39.00664083333336,2029
2029-07-15,5,39.82237000000002,39.13008100000003,2029
2029-08-03,8,42.62677500000001,40.81501937500002,2029
2029-08-17,5,41.50119750000002,40.140021500000024,2029
2029-09-05,10,37.25704500000002,36.49231325000002,2029
2029-09-18,7,35.92101500000001,33.82908500000003,2029
2029-09-27,11,32.83451750000002,31.9396222727273,2029
2029-10-14,9,31.639200000000045,29.161301111111136,2029
2029-11-12,3,22.623745000000028,22.271305833333354,2029
2029-11-18,4,24.797967500000027,22.55127937500003,2029
2030-02-19,3,22.341607500000023,21.07245833333336,2030
2030-03-27,9,29.756360000000015,27.479910000000025,2030
2030-06-09,4,36.25818250000003,35.61642250000002,2030
2030-07-12,12,41.32572000000002,40.40284729166669,2030
2030-07-28,5,44.42604250000004,42.21076350000003,2030
2030-08-13,8,40.57091500000003,38.75446312500002,2030
2030-09-14,6,35.98670000000001,34.36471333333336,2030
2030-12-10,4,18.228350000000034,18.032017500000023,2030
2031-01-24,4,17.52521500000003,17.070096250000027,2031
2031-04-22,3,28.970125000000024,27.911916666666695,2031
2031-05-10,9,36.57917500000002,33.53054222222224,2031
2031-06-15,8,39.03983750000002,37.33526781250002,2031
2031-07-20,6,42.59111500000003,40.47976041666669,2031
