variable,OLS slope/decade,OLS p-value,Theil-Sen slope/decade,Theil-Sen 95% CI low,Theil-Sen 95% CI high,Kendall tau,tau p-value,significant (p<0.05)
tas_mean,0.34132973058977123,0.15317271357834336,0.33545871730724697,-0.23524276432428337,0.8794389207979132,0.2105263157894737,0.20862839781386747,False
heat_index_mean,0.449858419295496,0.07657388686027412,0.43303583951413493,-0.2681649758869753,1.0015256545748663,0.19999999999999998,0.23326655710712652,False
tas_p95,0.5639375348381425,0.15895923211680224,0.6565079479672222,-0.0179250915873439,1.3249224395901589,0.28421052631578947,0.08550171523715203,False
tmax_mean,0.3474988227593612,0.21121439945615023,0.33550994933062783,-0.20823633943416553,1.0212789472756345,0.18947368421052632,0.2598399893189163,False
tmin_mean,0.4086107073690343,0.10481935634617166,0.3766855760744914,-0.17988168509355626,0.9224687499850284,0.2105263157894737,0.20862839781386747,False
precip_total,-2.317682033425031,0.9787171326316569,-40.60074970202764,-168.41385068736858,146.0791280512397,-0.12631578947368421,0.4605237944389165,False
