valid_time,year,month,precip_3mo_raw,spi3_raw,precip_3mo_corrected,spi3_corrected
2026-01-01,2026,1,,,,
2026-02-01,2026,2,,,,
2026-03-01,2026,3,113.66246026244856,-0.26738985937372595,186.07586071894758,0.5328910505529885
2026-04-01,2026,4,122.49274793687943,-0.36084838961518384,153.30902499006095,0.13388043494920535
2026-05-01,2026,5,125.6617841387107,-0.15787392222888055,155.08999517934444,0.37087305379243124
2026-06-01,2026,6,72.27775161047708,-0.3900158515568301,87.17593813737508,-0.006628712853863653
2026-07-01,2026,7,4.118761437067117,-1.6292953442978846,1.876477687925512,-2.0703410090092738
2026-08-01,2026,8,1.1261908716490465,-1.2267169721766993,0.1383936326205917,-2.1037240971941125
2026-09-01,2026,9,20.327947782135322,-0.3251657080961901,72.28209014765073,1.2074466904016323
2026-10-01,2026,10,30.334875824175313,-1.5564996175675718,99.12347416008406,0.14369645776493947
2026-11-01,2026,11,40.28089536121824,-2.103423390043765,115.08059923122146,-0.48732659697252506
2026-12-01,2026,12,34.90947890373394,-2.4877245207181016,75.0433568880641,-1.5047713565869958
2027-01-01,2027,1,28.758198879712232,-1.8099944568934783,60.629779062682964,-1.1292084342482804
2027-02-01,2027,2,26.116949916656104,-1.6762904562843652,58.64080693231015,-0.9849129175551822
2027-03-01,2027,3,31.30776046460759,-1.8769247847927413,57.809731171418505,-1.182813030580368
2027-04-01,2027,4,71.19821408601062,-1.4223922671119176,97.3781458344559,-0.8312889632410251
2027-05-01,2027,5,75.0053778395935,-1.3130944049099411,95.4942912363477,-0.7955066075922912
2027-06-01,2027,6,81.86667565796282,-0.13777420938698284,69.5369604174357,-0.4662710565618785
2027-07-01,2027,7,39.70498508071559,0.1870169630318594,17.69918067356352,-0.5889378864313563
2027-08-01,2027,8,30.058001475208872,1.3407197845726455,6.029594232449482,-0.215080118250942
2027-09-01,2027,9,3.6893791942883096,-1.6669758538688775,0.7608106662942397,-2.5450893606488996
2027-10-01,2027,10,7.958916351831127,-2.9378671143011506,15.132687966342836,-2.32667273971173
2027-11-01,2027,11,17.232924619126912,-3.125022072347977,28.468541057082696,-2.545524039464269
2027-12-01,2027,12,114.48229363087873,-0.8693476618427896,269.37253585031044,0.7009246983566817
2028-01-01,2028,1,112.95365056639807,-0.4496439273710367,266.3617178123739,0.7273510924519733
2028-02-01,2028,2,112.14344203111276,-0.3135753234656341,272.9446121453196,0.8570522747279388
2028-03-01,2028,3,16.503584852291084,-2.4996575833623687,34.03120311702207,-1.7887659008062466
2028-04-01,2028,4,13.563241699559253,-3.850979441496738,23.207855513950495,-3.166863326172603
2028-05-01,2028,5,27.54749714229592,-3.119068359568243,23.460976045157256,-3.367745707689648
2028-06-01,2028,6,32.797856135381366,-1.7846012626956411,22.327151023874357,-2.3592223784512236
2028-07-01,2028,7,31.474162834106,-0.05593899041522733,21.637125128739388,-0.41300792453497165
2028-08-01,2028,8,7.307628331523619,-0.06863993550513285,0.9994178662718384,-1.2853495062730542
2028-09-01,2028,9,0.5810833964124381,-2.6742026604229405,0.28214694093817483,-2.998609990794281
2028-10-01,2028,10,3.2191446860104564,-3.680392269124482,5.993328582611816,-3.183579143752842
2028-11-01,2028,11,13.571546763941654,-3.3796186439958076,19.7320651576284,-2.97494152058506
2028-12-01,2028,12,21.087629958660557,-3.0440037684620225,39.71959993534594,-2.3347602329891135
2029-01-01,2029,1,19.035751875088046,-2.139206856053645,35.8205306853088,-1.6221277067540274
2029-02-01,2029,2,36.64582747990555,-1.4031908594015725,79.74890610863116,-0.6819824002053175
2029-03-01,2029,3,68.5458466179885,-0.9689201761163583,113.409753314222,-0.27072078038647707
2029-04-01,2029,4,71.73753040422547,-1.4087795416910576,114.20243480903974,-0.5081452734893782
2029-05-01,2029,5,59.99133808529064,-1.7598140444974697,69.83461392824235,-1.459127706114968
2029-06-01,2029,6,20.659340705259957,-2.468496039942064,15.970603838914146,-2.8163546067737952
2029-07-01,2029,7,17.150343264849873,-0.6156386890518031,13.392696907645133,-0.8175544966856481
