date,city,build_up_index,drought_code,fine_fuel_moisture_code,fire_weather_index,initial_fire_spread_index
1993-01-07,Seville,31.8600,464.0145,84.1930,6.2406,2.8350
1993-01-08,Seville,32.7771,465.9315,84.2398,5.3121,2.3558
1993-01-09,Seville,33.7332,467.6811,84.2724,4.8996,2.1331
1993-01-10,Seville,34.6395,469.5069,84.3193,5.1154,2.1843
1993-01-11,Seville,35.3396,471.2045,83.7235,5.2626,2.2333
1993-01-12,Seville,36.4898,473.3322,83.7847,5.7532,2.3935
1993-01-13,Seville,37.5339,475.6554,84.0713,6.2466,2.5458
1993-01-14,Seville,38.6508,478.0718,84.1974,6.8148,2.7269
1993-01-15,Seville,39.6118,480.2393,84.2443,6.9219,2.7418
1993-01-16,Seville,40.6558,482.5336,84.2912,8.3223,3.2950
1993-01-17,Seville,41.7387,484.7839,84.3381,7.0808,2.7031
1993-01-18,Seville,42.4389,486.9014,84.0655,7.4910,2.8389
1993-01-19,Seville,43.4886,489.1518,84.1713,7.7254,2.8853
1993-01-20,Seville,44.5229,491.4011,84.2598,8.4278,3.1325
1993-01-21,Seville,45.9838,493.9008,85.2402,10.5713,4.0076
1993-01-22,Seville,47.3840,496.2683,85.5917,11.5000,4.3587
1993-01-23,Seville,48.7915,498.7687,86.2065,11.6435,4.3144
1993-01-24,Seville,50.1051,501.0919,86.2547,10.1993,3.6000
1993-01-25,Seville,51.6051,503.3419,86.3725,9.4334,3.2123
1993-01-26,Seville,53.2224,505.8413,86.6152,17.3638,6.8155
1993-01-27,Seville,54.3052,508.0913,86.4518,10.5367,3.5417
1993-01-28,Seville,55.4226,510.1353,85.6137,9.2111,2.9736
1993-01-29,Seville,55.9663,512.2615,82.6422,13.0452,4.6393
1993-01-30,Seville,27.8956,451.3764,42.3438,0.1058,0.0928
1993-01-31,Seville,13.8890,395.9528,31.7592,0.0096,0.0113
1993-02-01,Seville,15.3391,398.2760,58.8339,0.6728,0.8495
1993-02-02,Seville,16.5623,400.7758,75.4591,3.1946,2.3163
1993-02-03,Seville,18.1063,402.9762,81.8537,5.8733,3.8502
1993-02-04,Seville,18.7886,405.2265,77.6510,2.9593,2.0106
1993-02-05,Seville,20.3325,407.5203,81.8129,3.4229,2.1443
1993-02-06,Seville,21.7972,410.0141,83.7682,6.0680,3.5329
1993-02-07,Seville,23.6546,412.4646,84.0625,6.9774,3.9158
1993-02-08,Seville,25.1341,414.9146,84.6994,4.8929,2.6096
1993-02-09,Seville,25.4193,417.4139,79.9229,4.4278,2.3322
1993-02-10,Seville,17.6294,405.5681,58.8202,0.6214,0.7139
1993-02-11,Seville,12.5382,399.1371,49.7264,0.2589,0.3633
1993-02-12,Seville,6.9234,357.7320,39.5980,0.0258,0.0494
1993-02-13,Seville,8.9174,360.3587,68.0523,0.6664,1.1735
1993-02-14,Seville,10.8735,362.9033,80.2306,2.6984,2.5901
1993-02-15,Seville,12.7503,365.6042,83.9750,3.7981,3.1188
1993-02-16,Seville,14.7114,368.1475,85.5412,5.3940,4.0003
1993-02-17,Seville,16.9494,370.5960,86.7495,7.8582,5.5111
1993-02-18,Seville,19.1399,373.1403,87.1102,7.8455,5.0901
1993-02-19,Seville,21.6838,375.9350,87.7398,10.0865,6.2838
1993-02-20,Seville,24.0899,378.6843,88.0261,10.9887,6.5105
1993-02-21,Seville,25.8009,381.4346,86.9619,8.1542,4.3839
1993-02-22,Seville,28.2570,384.0522,88.4691,20.4049,13.1558
1993-02-23,Seville,30.4571,386.2530,88.5180,14.0724,7.6325
1993-02-24,Seville,32.0509,388.5457,87.7097,9.0446,4.2707
1993-02-25,Seville,33.8448,391.0463,87.6711,8.4875,3.8146
1993-02-26,Seville,36.0353,393.3693,87.9914,10.0930,4.4980
1993-02-27,Seville,38.3087,395.6190,89.5361,31.9936,20.4931
1993-02-28,Seville,40.3087,397.3696,89.6802,22.6761,11.9877
1993-03-01,Seville,42.0588,398.5689,89.7290,16.0438,7.2420
1993-03-02,Seville,43.8430,400.1428,89.4424,16.4429,7.2606
1993-03-03,Seville,45.8136,402.2695,88.5953,12.1463,4.7635
1993-03-04,Seville,48.6415,405.0638,88.7975,13.7964,5.3998
1993-03-05,Seville,40.1670,401.5661,66.7116,1.8302,0.8593
1993-03-06,Seville,26.8761,385.1678,47.5700,0.3342,0.2605
1993-03-07,Seville,18.8665,370.1078,50.9552,0.2613,0.2777
1993-03-08,Seville,21.8366,372.9308,75.6617,2.0354,1.3885
1993-03-09,Seville,23.9537,375.6805,82.1983,3.3513,1.8944
1993-03-10,Seville,26.9645,378.7248,86.2082,9.1460,4.8421
1993-03-11,Seville,26.2193,379.5560,78.2620,3.4115,1.9097
1993-03-12,Seville,28.2373,382.4835,79.3465,3.3294,1.7189
1993-03-13,Seville,12.6529,295.3630,25.9099,0.0011,0.0021
1993-03-14,Seville,7.4590,274.4191,28.1391,0.0080,0.0137
1993-03-15,Seville,8.6485,276.5846,62.7124,0.6109,1.0766
1993-03-16,Seville,12.2158,280.0348,82.7444,4.8549,4.0054
1993-03-17,Seville,15.8035,283.5788,87.0421,8.8494,6.5626
1993-03-18,Seville,19.8085,287.1227,88.8933,10.9853,7.4001
1993-03-19,Seville,22.5585,290.6227,88.3076,8.6970,5.1540
1993-03-20,Seville,25.7634,294.4167,88.3564,7.4084,3.9373
1993-03-21,Seville,29.5830,298.4167,88.9720,10.7452,5.5508
1993-03-22,Seville,31.9345,301.6667,88.0985,9.5263,4.5512
1993-03-23,Seville,35.1749,305.4606,88.3720,9.3857,4.1832
1993-03-24,Seville,38.2055,309.2106,88.4209,9.5874,4.0599
1993-03-25,Seville,33.8390,307.5663,75.7862,7.1722,3.1949
1993-03-26,Seville,37.0062,310.3163,87.6671,14.0688,6.6585
1993-03-27,Seville,41.0073,313.6838,91.2224,17.0850,8.0288
1993-03-28,Seville,43.8318,316.9338,90.3708,16.8171,7.5022
1993-03-29,Seville,46.9832,320.3008,90.4202,12.9583,5.0812
1993-03-30,Seville,50.0174,323.7180,90.3461,13.1899,4.9699
1993-03-31,Seville,53.1514,327.2620,90.3949,15.3166,5.7819
1993-04-01,Seville,56.8527,331.5059,90.3381,20.5694,8.1885
1993-04-02,Seville,61.1808,335.7999,91.2522,20.1873,7.5687
1993-04-03,Seville,65.6759,340.3673,91.3438,18.2476,6.2628
1993-04-04,Seville,68.9103,345.0440,89.7571,17.8332,5.8574
1993-04-05,Seville,73.0714,350.0440,89.9341,17.3823,5.4177
1993-04-06,Seville,77.5226,355.2113,90.6690,19.5606,6.0936
1993-04-07,Seville,82.1849,360.6285,91.0943,19.6938,5.8931
1993-04-08,Seville,86.6800,365.9225,91.1814,25.7917,8.2882
1993-04-09,Seville,90.6314,371.2159,91.2104,20.2982,5.7144
1993-04-10,Seville,94.3423,376.0824,91.2496,31.9342,10.6696
1993-04-11,Seville,97.3327,380.3692,90.3931,31.9046,10.4108
1993-04-12,Seville,99.9402,384.3764,88.1422,31.2785,10.0213
1993-04-13,Seville,102.6073,388.3764,87.5202,23.9036,6.6095
1993-04-14,Seville,100.1204,392.0542,80.2308,14.8820,3.6396
1993-04-15,Seville,71.2029,374.1263,64.8938,2.9052,0.7912
1993-04-16,Seville,75.3495,378.6259,85.2098,14.6897,4.2342
1993-04-17,Seville,80.1973,383.4196,91.7865,32.3945,12.2504
1993-04-18,Seville,85.0147,388.3853,92.3235,30.1760,10.5588
1993-04-19,Seville,90.0098,393.6642,92.7070,28.7504,9.4632
1993-04-20,Seville,93.8817,398.5907,91.6567,34.3040,11.9248
1993-04-21,Seville,95.3315,403.0406,84.2701,15.4740,3.8463
1993-04-22,Seville,98.2830,407.5753,87.2345,14.3906,3.3979
1993-04-23,Seville,101.5232,412.0410,88.5502,29.2244,8.8824
1993-04-24,Seville,103.6464,415.8206,85.8194,35.0672,11.7847
1993-04-25,Seville,73.9117,398.7755,69.0014,8.8800,2.3113
1993-04-26,Seville,75.9960,402.5250,76.9752,5.9973,1.4684
1993-04-27,Seville,54.5188,384.9927,65.7320,3.3161,1.0683
1993-04-28,Seville,26.5532,336.9503,33.5073,0.0623,0.0520
1993-04-29,Seville,15.6934,310.5997,36.2039,0.0278,0.0335
1993-04-30,Seville,8.3540,287.4872,25.3182,0.0000,0.0020
1993-05-01,Seville,7.7052,273.7700,45.5763,0.0734,0.1418
1993-05-02,Seville,12.0491,279.7694,69.7987,0.5020,0.7482
1993-05-03,Seville,17.8881,286.0627,84.4658,5.6704,3.7642
1993-05-04,Seville,13.1132,274.9269,57.8926,0.3967,0.5509
1993-05-05,Seville,10.6618,262.8908,44.7507,0.1540,0.2135
1993-05-06,Seville,9.5674,265.9867,49.3362,0.2100,0.3163
1993-05-07,Seville,13.2998,272.0303,65.4249,0.4125,0.5717
1993-05-08,Seville,19.0401,278.5304,82.7754,4.1071,2.6250
1993-05-09,Seville,24.9914,285.1974,87.4011,6.9680,3.7509
1993-05-10,Seville,26.5760,289.8576,81.4357,6.5928,3.4939
1993-05-11,Seville,30.9811,296.1532,85.0535,6.3878,2.9856
1993-05-12,Seville,20.9059,284.2903,55.7051,0.8894,0.7025
1993-05-13,Seville,18.8577,280.6641,66.9050,1.4106,1.2235
1993-05-14,Seville,21.4051,286.4877,76.7427,2.7331,1.7406
1993-05-15,Seville,24.8938,292.4874,80.7775,3.8493,2.1276
1993-05-16,Seville,30.1721,299.0310,86.0716,6.1991,2.9387
1993-05-17,Seville,35.0869,305.5743,87.8762,17.1106,8.9374
1993-05-18,Seville,30.8690,305.7006,74.6443,3.7911,1.7897
1993-05-19,Seville,35.7595,311.4507,85.9246,10.3407,4.6465
1993-05-20,Seville,40.4499,317.3181,88.2696,11.7839,5.0038
1993-05-21,Seville,46.0079,323.8618,89.4817,12.9667,5.1542
1993-05-22,Seville,50.9153,330.4065,89.5305,14.4313,5.5004
1993-05-23,Seville,53.6152,336.4068,86.8539,12.9089,4.6237
1993-05-24,Seville,57.2998,342.7816,84.2597,10.4626,3.3941
1993-05-25,Seville,39.0377,331.1367,55.7285,0.9609,0.5881
1993-05-26,Seville,28.3119,322.3767,54.8854,1.0944,0.7193
1993-05-27,Seville,21.7348,312.8629,63.4541,1.5861,1.1626
1993-05-28,Seville,26.4786,319.3108,79.2045,2.2927,1.3229
1993-05-29,Seville,32.0519,325.8554,87.0102,10.8642,5.3157
1993-05-30,Seville,37.9719,332.5563,89.1212,11.8871,5.2950
1993-05-31,Seville,44.8060,339.8070,90.7630,15.2781,6.4989
1993-06-01,Seville,50.7260,347.9245,90.8119,21.0449,9.1794
1993-06-02,Seville,56.6714,355.9672,90.8623,16.9953,6.3264
1993-06-03,Seville,63.4496,364.5841,91.4739,19.9037,7.2279
1993-06-04,Seville,69.1341,372.8338,91.5236,26.4695,10.1629
1993-06-05,Seville,73.7415,380.5845,90.8216,26.1210,9.5049
1993-06-06,Seville,77.6653,388.2853,89.6355,16.5805,4.8613
1993-06-07,Seville,66.8578,389.3477,66.8912,1.8015,0.5952
1993-06-08,Seville,68.9788,397.0471,73.5923,3.4999,0.9461
1993-06-09,Seville,70.7613,404.7965,80.1073,10.0071,2.7544
1993-06-10,Seville,75.4079,412.0472,87.1895,16.4102,4.8988
1993-06-11,Seville,80.6082,419.7471,90.2263,22.2847,7.0835
1993-06-12,Seville,87.0936,428.1140,91.9769,25.7690,8.2550
1993-06-13,Seville,93.7792,436.8647,92.9027,33.3959,11.4534
1993-06-14,Seville,100.8072,445.9084,93.5268,38.0261,13.2451
1993-06-15,Seville,107.6259,455.0758,93.6453,30.3363,9.0390
1993-06-16,Seville,114.7037,464.3694,94.0238,30.0534,8.5346
1993-06-17,Seville,121.0260,473.6628,94.0746,31.3415,8.8072
1993-06-18,Seville,127.3945,483.0068,94.1254,34.8353,10.0129
1993-06-19,Seville,131.7690,492.1732,92.1247,30.2130,8.0382
1993-06-20,Seville,135.6508,500.2175,90.1684,33.5600,9.1461
1993-06-21,Seville,139.5912,507.9180,89.4044,34.1995,9.3226
1993-06-22,Seville,143.5815,515.6677,88.4839,30.7537,7.8266
1993-06-23,Seville,148.2222,523.7855,90.1745,27.7660,6.6228
1993-06-24,Seville,153.1666,532.2863,91.1771,25.4849,5.7816
1993-06-25,Seville,157.9071,540.7847,91.2269,27.7385,6.4647
1993-06-26,Seville,157.8057,549.5340,87.6609,19.5754,4.0243
1993-06-27,Seville,162.7668,558.4514,90.6022,30.8223,7.4588
1993-06-28,Seville,167.0903,566.4520,90.6514,36.9854,9.7527
1993-06-29,Seville,171.7413,574.9030,91.0440,33.1799,8.1882
1993-06-30,Seville,176.8084,583.4027,92.1991,37.7097,9.8539
1993-07-01,Seville,180.9983,591.9766,92.2499,32.9411,7.9824
1993-07-02,Seville,185.7427,601.0193,92.3072,33.1305,8.0032
1993-07-03,Seville,190.0802,610.0626,92.3580,38.9726,10.1708
1993-07-04,Seville,194.6980,619.3130,92.4087,34.0778,8.2411
1993-07-05,Seville,199.4416,628.8133,92.4595,34.3808,8.3094
1993-07-06,Seville,205.2799,638.8575,94.1624,36.8099,9.1761
1993-07-07,Seville,210.1468,648.4019,93.6812,38.2782,9.7062
1993-07-08,Seville,215.0252,657.9950,93.7307,38.1479,9.6265
1993-07-09,Seville,218.7464,667.0887,90.8739,44.3703,12.1330
1993-07-10,Seville,222.8203,675.5894,91.3637,39.7060,10.1918
1993-07-11,Seville,227.7696,684.5887,93.5373,34.2173,8.0825
1993-07-12,Seville,232.5934,693.8820,93.5750,36.6200,8.9567
1993-07-13,Seville,238.0035,703.4761,94.4090,41.4127,10.8092
1993-07-14,Seville,243.4147,713.1434,94.5023,38.2211,9.5084
1993-07-15,Seville,248.5328,722.8104,94.5191,39.7281,10.0717
1993-07-16,Seville,253.8997,732.5604,94.6329,43.2171,11.4546
1993-07-17,Seville,259.1898,742.4778,94.6837,42.6351,11.1976
1993-07-18,Seville,264.5573,752.3951,94.7345,41.5765,10.7497
1993-07-19,Seville,269.8412,762.1448,94.7853,41.9708,10.9091
1993-07-20,Seville,275.0373,771.8121,94.8045,42.0809,10.9438
1993-07-21,Seville,279.4050,781.2285,93.0567,33.1447,7.5781
1993-07-22,Seville,284.1987,791.0228,93.3260,47.7418,13.3258
1993-07-23,Seville,289.7368,800.9489,94.8331,54.0517,16.3148
1993-07-24,Seville,294.7809,810.6595,94.8839,44.1381,11.7607
1993-07-25,Seville,299.7415,820.3269,94.8377,41.9929,10.8533
1993-07-26,Seville,305.1088,830.1945,94.9457,43.2635,11.3626
1993-07-27,Seville,310.1432,839.9887,94.8649,41.7894,10.7767
1993-07-28,Seville,315.2806,850.0828,94.7917,38.2510,9.4101
1993-07-29,Seville,320.6974,860.2501,94.9158,48.6907,13.6912
1993-07-30,Seville,325.6378,869.7944,94.9665,42.3330,10.9869
1993-07-31,Seville,330.8929,879.7098,95.0173,41.6286,10.6897
1993-08-01,Seville,334.5367,888.3040,92.4124,38.9769,9.6567
1993-08-02,Seville,337.9540,896.8024,91.5431,31.2430,6.9081
1993-08-03,Seville,341.8708,905.7197,91.5932,30.9843,6.8313
1993-08-04,Seville,346.3817,915.3138,93.3539,40.5546,10.2930
1993-08-05,Seville,351.0487,924.7311,93.8920,39.9054,10.0206
1993-08-06,Seville,355.2153,934.0252,93.8365,49.4163,13.9911
1993-08-07,Seville,359.4662,942.9426,93.8872,45.2339,12.1600
1993-08-08,Seville,364.0830,951.6932,95.0334,48.5281,13.5726
1993-08-09,Seville,368.2997,960.4943,94.6532,41.2659,10.5396
1993-08-10,Seville,372.2460,969.2932,93.5924,35.7986,8.4773
1993-08-11,Seville,376.3402,978.3364,93.5184,40.3931,10.1923
1993-08-12,Seville,380.6302,987.2510,93.5691,46.1022,12.5512
1993-08-13,Seville,384.6766,996.0051,93.3876,47.6316,13.2008
1993-08-14,Seville,388.2263,1004.0039,92.8726,41.6681,10.7008
1993-08-15,Seville,392.8429,1012.7523,93.9594,38.4086,9.4203
1993-08-16,Seville,396.5592,1021.3464,92.4492,34.1857,7.8968
1993-08-17,Seville,399.4026,1029.4402,89.8282,29.5946,6.3611
1993-08-18,Seville,402.6207,1037.7842,88.5362,27.0940,5.7928
1993-08-19,Seville,406.6582,1046.7964,90.7462,30.7062,6.8300
1993-08-20,Seville,410.2463,1055.4623,90.9035,39.7498,10.0128
1993-08-21,Seville,413.9852,1063.8064,91.3149,32.4708,7.3353
1993-08-22,Seville,417.5016,1072.0566,91.2409,30.8984,6.7945
1993-08-23,Seville,421.2570,1080.5570,91.4597,35.4450,8.3385
1993-08-24,Seville,424.4255,1088.5574,90.5713,42.5111,11.0308
1993-08-25,Seville,427.5250,1095.8076,90.8898,41.2291,10.5112
1993-08-26,Seville,430.3910,1102.9231,90.9008,43.2065,11.3034
1993-08-27,Seville,433.4425,1110.2461,90.9350,29.2791,6.2547
1993-08-28,Seville,437.2813,1118.2914,92.3172,35.6846,8.4191
1993-08-29,Seville,441.0491,1126.5398,92.5684,40.4498,10.2745
1993-08-30,Seville,444.7650,1134.8350,92.4972,46.8570,12.8427
1993-08-31,Seville,448.8646,1143.3784,92.5480,45.7006,12.4203
1993-09-01,Seville,452.4308,1150.7968,92.7992,33.5446,7.6974
1993-09-02,Seville,455.7809,1158.1404,92.8372,36.4850,8.6998
1993-09-03,Seville,457.8575,1164.3889,88.0567,26.0510,5.3209
1993-09-04,Seville,460.5986,1171.0552,89.0401,33.3521,7.5982
1993-09-05,Seville,463.6982,1177.8074,91.3648,37.0510,8.9043
1993-09-06,Seville,466.1980,1184.0537,90.6799,38.5383,9.4604
1993-09-07,Seville,468.7427,1190.3060,90.5713,41.4622,10.5935
1993-09-08,Seville,432.6022,1196.3901,82.7262,19.0090,3.4648
1993-09-09,Seville,435.3777,1202.6389,88.1068,23.4257,4.5489
1993-09-10,Seville,438.2722,1208.9341,90.0383,24.2667,4.7668
1993-09-11,Seville,441.2955,1215.1829,91.4749,30.3568,6.6024
1993-09-12,Seville,444.2702,1221.8827,91.5246,37.7174,9.1658
1993-09-13,Seville,446.9948,1227.6334,91.5744,41.8810,10.7684
1993-09-14,Seville,449.5436,1233.3837,91.5650,33.6225,7.6963
1993-09-15,Seville,451.5433,1239.4171,87.6365,25.9034,5.2335
1993-09-16,Seville,454.3440,1245.9604,89.7922,27.5655,5.7261
1993-09-17,Seville,456.7383,1252.2107,89.3384,32.2609,7.2244
1993-09-18,Seville,153.9837,1090.0442,67.6927,6.8389,1.0883
1993-09-19,Seville,157.5570,1096.3385,83.0757,10.9932,1.8685
1993-09-20,Seville,161.6948,1103.0872,88.6728,19.3740,3.8482
1993-09-21,Seville,165.7385,1109.6816,89.4324,21.9913,4.5492
1993-09-22,Seville,169.8179,1115.6814,91.0960,37.0105,9.6724
1993-09-23,Seville,173.5241,1121.3384,91.1454,40.8816,11.2111
1993-09-24,Seville,177.1470,1127.0876,91.1948,32.7027,7.9141
1993-09-25,Seville,180.4470,1132.8379,90.7056,24.2238,5.0780
1993-09-26,Seville,184.4079,1139.0883,90.8628,25.3305,5.3811
1993-09-27,Seville,188.4430,1145.0870,91.5951,30.4779,7.0236
1993-09-28,Seville,192.4836,1150.8374,91.7254,36.4698,9.1514
1993-09-29,Seville,195.0809,1156.5139,89.3909,33.2948,7.9439
1993-09-30,Seville,194.9983,1162.0143,85.1657,19.4347,3.9075
1993-10-01,Seville,196.9449,1166.7152,86.3757,36.8476,9.3169
1993-10-02,Seville,199.4446,1171.1650,87.1846,35.7357,8.8763
1993-10-03,Seville,201.7447,1175.7371,88.0967,24.0300,4.9023
1993-10-04,Seville,204.4056,1180.7378,88.5905,23.1684,4.6351
1993-10-05,Seville,145.7659,1139.9124,71.4148,11.8434,2.1092
1993-10-06,Seville,139.5493,1134.6382,78.7582,14.7014,2.9047
1993-10-07,Seville,106.9478,1097.9536,50.0274,1.5881,0.3498
1993-10-08,Seville,74.7753,1016.3142,62.0763,2.9645,0.7821
1993-10-09,Seville,44.7642,907.2554,48.2279,2.0264,0.8096
1993-10-10,Seville,28.0261,841.9927,33.3278,0.0805,0.0656
1993-10-11,Seville,15.5247,746.0425,40.0673,0.1960,0.2147
1993-10-12,Seville,8.6590,633.3307,47.9345,0.1900,0.3222
1993-10-13,Seville,4.6814,494.4845,48.9602,0.1960,0.4553
1993-10-14,Seville,6.1605,496.0340,67.3502,0.4189,0.8875
1993-10-15,Seville,8.1480,500.0753,78.1629,1.3804,1.9793
1993-10-16,Seville,4.8258,402.1512,57.4209,0.5336,1.2470
1993-10-17,Seville,4.4318,403.4566,63.6723,0.3801,0.9123
1993-10-18,Seville,6.8791,407.7049,74.6247,0.5294,1.0531
1993-10-19,Seville,10.1231,412.2072,84.0424,3.0235,2.9323
1993-10-20,Seville,12.6808,416.7056,85.6379,5.1461,4.1634
1993-10-21,Seville,15.6380,421.2079,86.7509,6.4460,4.6419
1993-10-22,Seville,18.6878,425.2062,88.2507,12.5900,9.0561
1993-10-23,Seville,21.6146,428.9078,88.5767,14.4423,9.8489
1993-10-24,Seville,24.3489,432.6562,88.6256,12.1669,7.3530
1993-10-25,Seville,26.5695,436.4495,87.8555,10.4817,5.7818
1993-10-26,Seville,28.3820,440.2017,87.1683,6.7455,3.3313
1993-10-27,Seville,29.3620,443.9501,78.7548,3.6140,1.8450
1993-10-28,Seville,30.7050,447.6500,79.3446,2.4813,1.2907
1993-10-29,Seville,32.8661,451.7776,84.2438,8.7110,4.0506
1993-10-30,Seville,21.2828,431.2710,63.1662,1.3641,1.1287
1993-10-31,Seville,11.9551,399.8364,39.7241,0.0812,0.1076
1993-11-01,Seville,6.0154,354.8376,39.8100,0.0959,0.1883
1993-11-02,Seville,3.1912,291.4804,43.1456,0.0477,0.1319
1993-11-03,Seville,0.7255,245.2956,26.7789,0.0000,0.0039
1993-11-04,Seville,1.6466,242.5535,45.7393,0.0451,0.1461
1993-11-05,Seville,2.1172,244.9292,53.4855,0.1209,0.3840
1993-11-06,Seville,3.0075,247.3087,69.0230,0.5931,1.6856
1993-11-07,Seville,2.1429,228.8282,51.8574,0.1006,0.3162
1993-11-08,Seville,3.5197,231.0789,67.9222,0.3248,0.8686
1993-11-09,Seville,3.1874,228.7641,65.7778,0.3946,1.0746
1993-11-10,Seville,5.4813,231.9633,80.2501,1.5054,2.4390
1993-11-11,Seville,8.0047,235.2860,85.0868,4.0362,4.2368
1993-11-12,Seville,10.2451,238.5382,85.8240,3.2496,3.0894
1993-11-13,Seville,11.9560,241.7866,85.8725,5.0067,4.1810
1993-11-14,Seville,14.1231,245.2889,85.9818,6.6073,5.0799
1993-11-15,Seville,15.9278,248.8302,86.0670,5.6294,3.9892
1993-11-16,Seville,17.2745,251.8325,85.6507,3.9897,2.7128
1993-11-17,Seville,18.8184,254.5809,85.6540,4.4287,2.8403
1993-11-18,Seville,20.3731,257.3332,85.6116,6.0186,3.6819
1993-11-19,Seville,21.3575,259.8315,85.1931,4.0416,2.4059
1993-11-20,Seville,22.6574,262.0780,84.3723,4.9590,2.8428
1993-11-21,Seville,23.8780,264.3287,84.8254,4.3320,2.3972
1993-11-22,Seville,24.9512,266.5829,84.6483,5.8218,3.1196
1993-11-23,Seville,21.9269,267.8599,65.8988,1.0210,0.9723
1993-11-24,Seville,23.4269,270.3602,74.9246,1.8105,1.2700
1993-11-25,Seville,24.5002,272.9758,79.8713,2.6062,1.5443
1993-11-26,Seville,25.9172,275.4800,82.9522,4.3555,2.2793
1993-11-27,Seville,27.2610,278.0214,83.5635,4.1206,2.0983
1993-11-28,Seville,27.5989,280.2229,76.8086,2.2786,1.3197
1993-11-29,Seville,28.4280,282.9224,79.0156,2.3848,1.3387
1993-11-30,Seville,29.1379,285.4539,80.6721,6.0529,2.9238
1993-12-01,Seville,23.7356,283.9921,67.7978,2.1230,1.3631
1993-12-02,Seville,24.9455,286.4921,79.3669,3.6235,1.9793
1993-12-03,Seville,26.0686,289.1076,82.9502,4.9455,2.5783
1993-12-04,Seville,27.3859,291.7271,83.9296,4.7671,2.3969
1993-12-05,Seville,28.2297,294.0962,83.9764,4.4277,2.1845
1993-12-06,Seville,28.9358,296.7938,83.6293,3.9458,1.9338
1993-12-07,Seville,30.0627,299.4214,83.5418,6.0259,2.8508
1993-12-08,Seville,31.1028,301.6190,84.0481,6.8386,3.1837
1993-12-09,Seville,32.1526,303.9436,84.4764,6.7434,3.0613
1993-12-10,Seville,33.4466,306.2662,84.6715,7.9107,3.5634
1993-12-11,Seville,34.6966,308.8408,85.1232,8.9738,4.0206
1993-12-12,Seville,35.7368,311.3310,85.1706,7.9672,3.4392
1993-12-13,Seville,36.3540,313.5810,84.2121,5.0958,2.1080
1993-12-14,Seville,36.6952,315.3317,77.2422,4.4693,1.8496
1993-12-15,Seville,37.7186,317.0820,81.3304,3.9773,1.6255
1993-12-16,Seville,38.3358,319.0827,81.8745,4.3106,1.7308
1993-12-17,Seville,39.1796,321.2806,82.4966,5.6037,2.2027
1993-12-18,Seville,39.5029,322.8962,81.8206,4.4701,1.7520
1993-12-19,Seville,40.6796,325.2204,84.1183,8.6619,3.4501
1993-12-20,Seville,41.6795,327.7949,84.1909,7.8316,3.0260
1993-12-21,Seville,42.2138,330.1176,83.7003,6.5750,2.4687
1993-12-22,Seville,43.4199,332.0245,85.6496,13.4484,5.6327
1993-12-23,Seville,44.2966,334.0248,85.6974,10.2508,3.9607
1993-12-24,Seville,45.0527,335.9314,84.9308,8.2349,3.0267
1993-12-25,Seville,45.7528,337.7540,84.3873,10.0063,3.7632
1993-12-26,Seville,46.7588,340.2547,84.5804,13.0112,5.1191
1993-12-27,Seville,47.6356,342.4117,84.5619,12.9502,5.0283
1993-12-28,Seville,48.1358,344.2440,84.0786,8.1025,2.8343
1993-12-29,Seville,48.8798,346.6952,82.4841,6.0873,2.0607
1993-12-30,Seville,49.9295,349.4416,83.3006,8.5237,2.9361
1993-12-31,Seville,50.7577,352.0611,83.3534,5.4209,1.7756
1994-01-01,Seville,51.5516,354.5618,83.3788,6.3346,2.0639
1994-01-02,Seville,52.2517,356.8336,83.4089,6.9579,2.2644
1994-01-03,Seville,52.6454,358.9608,81.6434,6.1826,1.9805
1994-01-04,Seville,42.9005,354.1296,66.5642,2.6725,1.0704
1994-01-05,Seville,43.7775,356.0049,75.4544,3.1685,1.2050
1994-01-06,Seville,18.3965,278.6710,32.6162,0.0227,0.0269
1994-01-07,Seville,14.3569,275.8670,48.0791,0.1645,0.2095
1994-01-08,Seville,15.2681,277.7697,64.9311,0.6031,0.7768
1994-01-09,Seville,15.6743,279.9697,70.7708,1.8655,1.6202
1994-01-10,Seville,8.9820,256.0431,52.2719,0.3928,0.6585
1994-01-11,Seville,9.7320,258.0741,66.8022,0.5044,0.8436
1994-01-12,Seville,10.7614,260.5748,73.9840,0.5634,0.8936
1994-01-13,Seville,11.6784,262.7750,78.8946,1.7139,1.8329
1994-01-14,Seville,12.9723,265.2753,81.1957,1.1971,1.4115
1994-01-15,Seville,14.1892,267.4752,83.4972,4.3164,3.2825
1994-01-16,Seville,15.1832,269.2259,83.7013,3.7342,2.7636
1994-01-17,Seville,16.4333,270.9766,85.4944,9.7917,7.2140
1994-01-18,Seville,17.4831,272.2244,86.1432,13.0991,9.9347
1994-01-19,Seville,18.9333,273.7247,86.1920,8.5916,5.6888
1994-01-20,Seville,20.3503,275.1317,87.9309,14.0756,9.9140
1994-01-21,Seville,21.5065,276.4553,87.9583,12.7317,8.4293
1994-01-22,Seville,22.8004,278.2047,87.4113,10.6130,6.4749
1994-01-23,Seville,23.9735,279.9550,87.0608,8.3660,4.7313
1994-01-24,Seville,25.2909,281.8222,86.8185,6.8529,3.6645
1994-01-25,Seville,26.7174,284.1458,86.7831,8.1772,4.3116
1994-01-26,Seville,28.1581,286.6458,86.8319,13.9585,7.9454
1994-01-27,Seville,29.5311,289.1462,86.6896,8.9925,4.4898
