valid_time,tmax_c,tmin_c,tmean_c,precip_mm,precip_mm_scaled,wind_avg,wind_max,d2m_celsius,rh_mean_percent,rh_min_percent,heat_index_max_c,dtr_c,year,month,season,is_wet
1990-01-01,7.283960000000036,4.422967500000027,5.446504375000028,0.20682811498999998,1.2409686899399999,1.9958288814270384,3.4347818202788822,2.8696387500000213,83.77917587295114,73.19745273704369,5.9791783770228495,2.860992500000009,1990,1,DJF,True
1990-01-02,6.7935400000000215,2.6464800000000253,4.666559375000027,0.08738041019000001,0.5242824611400001,0.9735864739027466,1.589237407753684,1.7859975000000254,82.07885795178632,70.29885408768695,5.36403074562296,4.147059999999996,1990,1,DJF,False
1990-01-03,6.483727500000015,5.3014125000000405,5.951760000000025,0.150561333705,0.90336800223,1.1026019087497194,1.1709042952974404,2.4217606250000117,78.23225175328939,70.67744217494308,5.32731881241347,1.1823149999999742,1990,1,DJF,False
1990-01-04,4.796502500000031,0.37072250000004203,2.2442400000000298,0.0356435767,0.21386146020000002,1.5661596033623724,2.190110419485329,-3.4891106249999844,66.80210324205655,48.752262341782036,2.604684044479898,4.425779999999989,1990,1,DJF,False
1990-01-05,2.309230000000028,-0.6175024999999721,0.6806493750000264,0.41520595372499997,2.49123572235,2.223267960674786,3.9744931596148483,-4.904912499999973,66.84995661714795,53.4012410006765,-0.009925707204527297,2.9267325,1990,1,DJF,True
1990-01-06,2.534995000000009,-0.6329724999999797,0.40434625000001745,0.031113624715,0.18668174829,1.164889382576784,1.6876380223168248,-4.993438124999972,67.22655052270217,62.417122101167124,0.4738304659749283,3.167967499999989,1990,1,DJF,False
1990-01-07,3.8255875000000117,-3.0132199999999614,-0.7261637499999765,0.00011920929000000001,0.00071525574,1.000437933759023,1.3850562335808656,-6.407286249999974,66.3578433808243,50.142938986804,1.5729896568776722,6.838807499999973,1990,1,DJF,False
1990-01-08,6.393212500000018,-4.040257499999967,-0.5904462499999781,0.0,0.0,0.7863646147382429,1.0462243491118466,-7.446083124999976,60.73721284643396,48.9521037193466,4.366283124894071,10.433469999999986,1990,1,DJF,False
1990-01-09,5.2865850000000165,-5.819004999999976,-1.9644506249999765,0.0,0.0,0.914647099013934,1.224074037207109,-8.991858124999972,60.74207766460839,38.38496123311125,2.873073043309032,11.105589999999992,1990,1,DJF,False
1990-01-10,7.301205000000024,-6.236302499999979,-0.11266749999997927,0.0,0.0,1.0445850487247992,1.6203346050057459,-9.090993749999978,51.71377980988943,39.17626271159048,5.109816804136006,13.537507500000004,1990,1,DJF,False
1990-01-11,7.007747500000008,-4.702857499999979,-0.5888337499999814,0.0,0.0,0.8196650030202837,0.9995289071460318,-7.344704374999978,61.46775519543356,44.55765032083806,4.927527563933004,11.710604999999987,1990,1,DJF,False
1990-01-12,7.177700000000016,-4.389259999999979,-0.25905437499997674,0.0,0.0,0.866808071810878,1.0653441502949899,-6.397726874999975,65.16121428919288,43.45480649285879,5.085678836202439,11.566959999999995,1990,1,DJF,False
1990-01-13,8.35869750000002,-3.8041774999999802,0.7329575000000226,0.0,0.0,0.9351367245997768,1.4255782411449587,-4.150441874999977,70.57476830297608,56.77282653519151,6.732524387307801,12.162875,1990,1,DJF,False
1990-01-14,7.436852500000029,-5.137429999999981,0.09500937500002493,0.0,0.0,0.9912130340120362,1.450160192709274,-5.0655712499999765,69.85626852888763,49.78995729371338,5.5361644126692156,12.57428250000001,1990,1,DJF,False
1990-01-15,5.171230000000023,-3.2201274999999754,0.24120625000002605,0.032663345450000006,0.19598007269999998,0.9891622536508762,1.2314907438767364,-2.822896874999973,80.30214087721816,68.73838720355513,3.5387442214261906,8.391357499999998,1990,1,DJF,False
1990-01-16,7.124042500000016,-1.976294999999979,1.1057975000000226,0.0030994415249999997,0.01859664915,1.1566008680049973,1.5385684690467174,-1.8872499999999732,81.90563017848073,59.31532253548555,5.440791282871026,9.100337499999995,1990,1,DJF,False
1990-01-17,11.569112500000017,-2.5476449999999744,2.5025568750000176,0.0,0.0,1.5112252516191216,1.949618475886552,-4.309544999999979,63.30966203963226,38.83805792767406,9.795684151444842,14.116757499999991,1990,1,DJF,False
1990-01-18,9.482445000000027,-0.6578124999999773,3.2782543750000244,0.0,0.0,1.0838348840560195,1.3320801097315758,-0.9635049999999836,74.39845897702655,61.474119487104986,8.091402619941109,10.140257500000004,1990,1,DJF,False
1990-01-19,11.29250500000002,0.6335750000000218,4.445919375000024,0.0,0.0,1.5134782791944237,1.5802339026069676,0.7349493750000207,77.84756586005766,61.5571065153845,10.084635503457285,10.658929999999998,1990,1,DJF,False
1990-01-20,9.088405000000023,-1.0345824999999849,2.541101250000022,0.0,0.0,1.352582977283481,1.9366093998378855,-4.352720624999979,62.108823382725134,42.225626066382546,7.155359069511127,10.122987500000008,1990,1,DJF,False
1990-01-21,9.463030000000032,-4.124459999999971,0.8081731250000281,0.0,0.0,1.2759186227063428,1.3515959148719316,-5.687588749999982,64.53622504906662,38.535287394190235,7.471087726403892,13.587490000000003,1990,1,DJF,False
1990-01-22,11.793510000000026,-1.7038324999999617,3.619035625000027,0.0,0.0,1.4858524564130713,1.5839485761013838,-2.5505056249999782,65.89296503611271,44.10608804397518,10.180075521148268,13.497342499999988,1990,1,DJF,False
1990-01-23,12.15837500000002,0.5415950000000151,5.236146875000024,0.034093857005,0.20456314202999998,1.3099619913372043,1.5420080362881055,0.8505106250000232,74.61664020561716,54.66662590302117,10.857174398578906,11.616780000000006,1990,1,DJF,False
1990-01-24,8.30034750000003,3.054712500000008,4.906181250000021,0.016212463865,0.09727478319,1.0384999733766982,1.5356787531270422,2.998249375000025,87.99687253645668,73.69775049784243,7.1102679574437,5.245635000000021,1990,1,DJF,False
1990-01-25,10.747462500000026,-1.5218249999999927,3.140864375000021,0.0,0.0,1.074310000715771,1.3342225390181721,0.35611937500002355,83.1756259835182,63.81737087786256,9.544106767366436,12.269287500000019,1990,1,DJF,False
1990-01-26,11.643517500000016,-0.9183099999999627,4.185785625000026,0.0,0.0,1.535278645268804,2.3900609741615426,1.3827606250000244,83.17029958824443,64.5026854678951,10.547661592772833,12.561827499999978,1990,1,DJF,False
1990-01-27,14.476462500000025,2.933952500000032,7.427536250000031,0.00119209289,0.00715255734,2.160715345457109,3.335155034378573,4.394135625000029,82.4032812507171,64.35604620330587,13.6600721786419,11.542509999999993,1990,1,DJF,False
1990-01-28,12.416615000000021,3.9071875000000347,7.455330000000021,0.00560283662,0.03361701972,1.2960794525572426,1.6777558817176332,5.505806875000022,87.88697971025842,76.13405822123823,11.701776909110132,8.509427499999987,1990,1,DJF,False
1990-01-29,11.856287500000036,5.788875000000019,8.248530625000026,0.00393390654,0.02360343924,1.1164885526927137,1.267121318692395,6.073532500000017,86.89542929600202,71.04717736214742,10.952592547789445,6.067412500000017,1990,1,DJF,False
1990-01-30,13.206690000000023,6.457055000000011,9.122621250000023,0.0,0.0,1.1473595778343346,1.6257624874889336,6.911821875000026,86.4865762158213,73.99676822304306,12.515052392490595,6.749635000000012,1990,1,DJF,False
1990-01-31,14.43200000000003,6.344112500000023,10.248040000000024,0.025391578895,0.15234947337,1.276409695149428,1.4497472866178276,7.509209375000022,84.31204668599685,63.871148598186856,13.598502213397133,8.087887500000008,1990,1,DJF,False
1990-02-01,11.840175000000016,5.977865000000008,8.56945750000002,0.057339669190000005,0.34403801514,1.0946271688780247,1.3928222876245595,6.790439375000016,88.80554212670651,80.32433993396164,11.177105820497907,5.862310000000008,1990,2,DJF,False
1990-02-02,9.85433250000004,6.52678750000004,7.980698125000028,0.207066534565,1.24239920739,1.0649520898621572,1.3673807551393558,6.192827500000025,88.83799047790403,77.02288370690079,8.906474380124678,3.3275450000000006,1990,2,DJF,True
1990-02-03,10.001737500000019,5.611960000000025,7.195656875000019,0.059008598765,0.35405159259,0.9286163601068113,1.5116101451310384,4.29958000000002,82.4152408527884,67.77545893093888,8.827159344307868,4.389777499999994,1990,2,DJF,False
1990-02-04,12.548425000000009,0.22341500000003123,5.313607500000028,0.0,0.0,1.051856354918158,1.4908724500198645,1.7595987500000199,79.79262698503254,56.60976963807632,11.336967040549782,12.325009999999978,1990,2,DJF,False
1990-02-05,14.268517500000016,2.5099100000000334,7.1621187500000225,0.0,0.0,1.382331303449413,1.6875797631324978,0.576766250000027,66.68241479830931,36.30320370801884,12.698841791264957,11.758607499999982,1990,2,DJF,False
1990-02-06,13.764122500000013,-0.2516224999999963,5.6319968750000164,0.0052452087250000005,0.03147125235,1.6369346264397087,2.105087533448937,-1.2447049999999713,65.39312221110873,32.34919766761602,12.04076380020999,14.01574500000001,1990,2,DJF,False
1990-02-07,9.868740000000017,4.012690000000035,6.44865625000002,0.9200573146999999,5.520343888199999,2.0435086706886296,3.8180010132307665,0.2838843750000315,66.1147860983558,46.456858294215806,8.124209744348986,5.856049999999982,1990,2,DJF,True
1990-02-08,9.454770000000025,2.009180000000029,4.737031875000024,0.001907348665,0.011444091989999999,0.8523162013019938,1.2197271147338453,-0.24014937499998013,70.69347370296582,59.613596343579985,8.012379793415725,7.445589999999996,1990,2,DJF,False
1990-02-09,12.51702000000003,-2.317877499999966,3.7997918750000252,0.0,0.0,1.1544442785887628,1.387033344498198,-2.3591124999999806,67.59999568677117,40.779198554271126,10.889067740028228,14.834897499999997,1990,2,DJF,False
1990-02-10,6.177150000000026,1.4904425000000145,4.184070000000023,1.41549109875,8.492946592500001,2.1226689745679606,3.028463544411488,1.8312981250000249,84.67849060468073,81.13136907146188,5.164057441316103,4.686707500000011,1990,2,DJF,True
1990-02-11,8.61971250000002,4.548547500000026,5.63931250000002,0.79643725935,4.7786235561,1.6229132070518995,2.8274159991883745,1.3888043750000243,75.12249608919625,57.39343209143583,7.035845587943068,4.0711649999999935,1990,2,DJF,True
1990-02-12,6.415430000000029,-1.4689074999999718,2.4131868750000294,0.071048736615,0.42629241969,1.0992290821442487,1.149685125765644,-0.3447574999999823,82.52118053162637,71.15927709978533,4.970576346494432,7.884337500000001,1990,2,DJF,False
1990-02-13,12.540610000000015,1.8844225000000137,6.345338125000019,0.544071193865,3.26442716319,2.58010160006142,5.376406968257035,1.0875037500000175,72.8239088830087,46.026659489427075,11.052033775557284,10.656187500000001,1990,2,DJF,True
1990-02-14,13.181725000000029,1.7269225000000148,7.401536250000017,0.0,0.0,2.7188694573197836,4.4076590274425715,-0.055753124999981196,60.94354621905511,39.84011184632119,11.595722642653973,11.454802500000014,1990,2,DJF,False
1990-02-15,18.43844000000003,4.426905000000019,10.372765625000024,0.00011920929000000001,0.00071525574,2.310736783408276,3.4199369674897753,5.276621250000023,72.04229211081291,55.204868321756884,17.779300006179238,14.01153500000001,1990,2,DJF,False
1990-02-16,16.152792500000018,8.515952500000026,10.998374375000019,0.0015497207300000002,0.00929832438,2.0151128221791694,2.7176061553861466,5.001220625000027,69.06409106043003,41.65674718918687,14.911331259939901,7.636839999999992,1990,2,DJF,False
1990-02-17,13.63979500000002,5.03567000000001,8.720026250000018,0.00011920929000000001,0.00071525574,1.5467117053143915,2.497650148808013,2.082039375000022,65.75418511525919,44.41417256708466,12.400764844646035,8.60412500000001,1990,2,DJF,False
