valid_time,year,month,precip_3mo,spi3
1999-03-01,1999,3,248.25024528120005,0.8336314102400956
1999-04-01,1999,4,225.68321166987005,0.9151627058384001
1999-05-01,1999,5,192.71993606343005,0.7083290782322167
1999-06-01,1999,6,53.520441179100054,-1.6258847852495766
1999-07-01,1999,7,39.32404514652006,-1.3178215481425313
1999-08-01,1999,8,72.87383056536005,0.2225221452316088
1999-09-01,1999,9,112.35272860596005,0.6157044270748319
1999-10-01,1999,10,148.94878829202005,0.6263548156005931
1999-11-01,1999,11,218.82498260700007,0.9066644937275942
1999-12-01,1999,12,232.46526723192008,0.6267712036994235
2000-01-01,2000,1,194.02635105582007,-0.15387394959597483
2000-02-01,2000,2,149.04105649116005,-0.7487610547302448
2000-03-01,2000,3,111.70899862728004,-1.1964889000886663
2000-04-01,2000,4,160.48049893155007,-0.16941383509420158
2000-05-01,2000,5,95.16477557115006,-1.303701918780238
2000-06-01,2000,6,87.37778625807007,-0.6080357082560309
2000-07-01,2000,7,28.35917462217006,-1.783983112141713
2000-08-01,2000,8,26.66759482401006,-1.1118435210017579
2000-09-01,2000,9,35.26139266953005,-1.2348616402707293
2000-10-01,2000,10,124.49455176990006,0.26998280099378247
2000-11-01,2000,11,133.61477748573003,-0.3271406379246082
2000-12-01,2000,12,150.04134059214005,-0.8676134353594971
2001-01-01,2001,1,119.95410880530005,-1.278332349301656
2001-02-01,2001,2,133.38589649871005,-1.0078823429224335
2001-03-01,2001,3,112.74325842738004,-1.175876700571389
2001-04-01,2001,4,112.60020770877003,-1.1751100984901295
2001-05-01,2001,5,120.06533183625002,-0.69075605606402
2001-06-01,2001,6,101.17292428440004,-0.272501538907872
2001-07-01,2001,7,67.18468638816003,-0.4529415892777775
2001-08-01,2001,8,51.03850347888003,-0.2978469677064544
2001-09-01,2001,9,51.45406717038003,-0.7025603607062867
2001-10-01,2001,10,38.84482398144004,-1.6101911988147828
2001-11-01,2001,11,59.031486762240036,-1.990686263350678
2001-12-01,2001,12,212.55898474338005,0.30331970446725126
2002-01-01,2002,1,221.52256971339003,0.18771290273022675
2002-02-01,2002,2,196.64168339712003,-0.06041949336830998
2002-03-01,2002,3,148.86689233266,-0.5259534475223967
2002-04-01,2002,4,228.99985353815998,0.9644433904819117
2002-05-01,2002,5,268.94402566383,1.838541931104355
2002-06-01,2002,6,168.32757016104,1.0274921734409386
2002-07-01,2002,7,153.41448841809,1.2071630955772954
2002-08-01,2002,8,130.01918827640998,1.2138530447467941
2002-09-01,2002,9,160.61925923175,1.345414359639338
2002-10-01,2002,10,101.42040224760001,-0.11196356821463119
2002-11-01,2002,11,102.57947420277002,-0.9108646031494249
2002-12-01,2002,12,265.38884568438004,1.1239030208596588
2003-01-01,2003,1,372.95329532703,1.6908493201135788
2003-02-01,2003,2,435.5442515325,2.3147649067862184
2003-03-01,2003,3,262.7384659632,0.9994751131849646
2003-04-01,2003,4,168.27034914969,-0.025957585668710238
2003-05-01,2003,5,114.19343978478001,-0.8267741298169309
2003-06-01,2003,6,92.01979660296001,-0.4913418131978825
2003-07-01,2003,7,59.65805085009001,-0.6570049163691782
2003-08-01,2003,8,37.50371955003,-0.7035804993472652
2003-09-01,2003,9,64.41092528142,-0.35661176208301976
2003-10-01,2003,10,144.37508587353,0.5628010868935416
2003-11-01,2003,11,166.73076135978,0.20146573356820993
2003-12-01,2003,12,230.20327059327,0.5909612955542397
2004-01-01,2004,1,287.44304182487997,0.9052496694367674
2004-02-01,2004,2,261.82508486217,0.7197573172932846
2004-03-01,2004,3,217.74601974195,0.46252751607555487
2004-04-01,2004,4,121.93751396106,-0.9587115777042327
2004-05-01,2004,5,145.8106046457,-0.142660996717785
2004-06-01,2004,6,103.33657295828999,-0.22274981567641178
2004-07-01,2004,7,58.84766565711,-0.6800181674889628
2004-08-01,2004,8,29.64091291383,-0.9894631264882602
2004-09-01,2004,9,35.42089454205,-1.2288383076170712
2004-10-01,2004,10,68.38488568824,-0.7794547997987766
2004-11-01,2004,11,99.06077420325,-0.98441883618815
2004-12-01,2004,12,167.44852081569002,-0.512833766455385
2005-01-01,2005,1,184.62610253172,-0.2780902923305246
2005-02-01,2005,2,196.7797275066,-0.05859703016189296
2005-03-01,2005,3,153.75208835523,-0.44670752288668303
2005-04-01,2005,4,107.9821586379,-1.2867485074207612
2005-05-01,2005,5,95.85428270697,-1.2853176479020971
2005-06-01,2005,6,63.31515343602,-1.2936118236012972
2005-07-01,2005,7,80.00850699741,-0.1387293301337218
2005-08-01,2005,8,46.02456088536,-0.43825672919013603
2005-09-01,2005,9,121.58989946388002,0.7691695382020631
2005-10-01,2005,10,103.59406525257,-0.07363253651100132
2005-11-01,2005,11,152.58479173497,-0.014825792846493902
2005-12-01,2005,12,159.97695884774998,-0.6618858235434244
2006-01-01,2006,1,268.02134455467,0.7062166548439003
2006-02-01,2006,2,306.54001134468,1.1832744212257906
2006-03-01,2006,3,283.55669892051003,1.2276892085480222
2006-04-01,2006,4,218.43624027021,0.8058123260940999
2006-05-01,2006,5,141.90030052185,-0.22144644770050684
2006-06-01,2006,6,106.33850049756,-0.15487407218369786
2006-07-01,2006,7,89.42055691635,0.07073406753345597
2006-08-01,2006,8,71.16436945581,0.18593326081191225
2006-09-01,2006,9,98.0143547262,0.3601768625286904
2006-10-01,2006,10,181.81657764045002,1.0494393624589382
2006-11-01,2006,11,227.75459251329,1.0161053094117278
2006-12-01,2006,12,199.46837390871002,0.07950838250605911
2007-01-01,2007,1,85.42799927343002,-1.9791609110868709
2007-02-01,2007,2,81.28523809149002,-2.06480606667085
2007-03-01,2007,3,77.38280303709001,-1.9735998392542264
2007-04-01,2007,4,96.87423730614,-1.5695945872372172
2007-05-01,2007,5,124.75776722850001,-0.5852900769756293
2007-06-01,2007,6,138.51213524907,0.5029798150028423
2007-07-01,2007,7,113.89589364555002,0.554030920206956
2007-08-01,2007,8,78.61089750711001,0.34128920249166134
2007-09-01,2007,9,83.57906379492002,0.07651471382613378
2007-10-01,2007,10,125.21266972038,0.28107892101503024
2007-11-01,2007,11,164.56818597369,0.16921455689355966
2007-12-01,2007,12,170.53055743284,-0.4526616491885171
2008-01-01,2008,1,147.35555623089002,-0.8178536960706984
2008-02-01,2008,2,108.49714267005001,-1.4673509248420555
2008-03-01,2008,3,96.90999950154001,-1.507239366587915
2008-04-01,2008,4,119.4734571279,-1.0146757072376977
2008-05-01,2008,5,92.17643708859,-1.384469764022064
2008-06-01,2008,6,54.34870718904001,-1.5961911005977925
2008-07-01,2008,7,23.48542197651002,-2.034985859557419
2008-08-01,2008,8,29.605865380140017,-0.9908528416235816
2008-09-01,2008,9,118.45564850727001,0.7179768200334423
2008-10-01,2008,10,132.17210785209002,0.3864898322659005
2008-11-01,2008,11,170.26662848652,0.2536029890826771
2008-12-01,2008,12,150.18796934328003,-0.8645107819676434
2009-01-01,2009,1,256.51216533522,0.5837806118731639
2009-02-01,2009,2,228.55639470486,0.34003401669113653
2009-03-01,2009,3,221.31228434991004,0.5076102740658093
2009-04-01,2009,4,122.61986711196002,-0.943351553389832
2009-05-01,2009,5,118.11411345579,-0.7354395593449581
2009-06-01,2009,6,55.533528183150004,-1.5542698391310967
2009-07-01,2009,7,35.919785005440005,-1.4511658741318438
2009-08-01,2009,8,36.27991654479,-0.7450753513047099
2009-09-01,2009,9,109.98344406423,0.5750220687624543
2009-10-01,2009,10,185.99510205699,1.0995723704792775
2009-11-01,2009,11,213.63329928260998,0.8416956356812827
2009-12-01,2009,12,287.22739290513,1.4318038748592559
2010-01-01,2010,1,266.1781319967,0.6868434237782635
2010-02-01,2010,2,272.95589493846,0.839683749487233
2010-03-01,2010,3,196.78974124035,0.18721853110790534
2010-04-01,2010,4,153.39231444099,-0.3040728168122818
2010-05-01,2010,5,168.42770495877002,0.28730551335180676
2010-06-01,2010,6,134.14335204657002,0.4200734906057975
2010-07-01,2010,7,126.45220689354002,0.7756091372986168
2010-08-01,2010,8,60.175180133459996,-0.06463836476571147
2010-09-01,2010,9,64.62550152125999,-0.35130598439222765
2010-10-01,2010,10,223.85215806807,1.5240536923872972
2010-11-01,2010,11,246.93417590367,1.2421118035869076
2010-12-01,2010,12,235.12494599607,0.6685845669854775
2011-01-01,2011,1,104.23564912962,-1.576725867869082
2011-02-01,2011,2,186.00296986227,-0.2035387140174194
2011-03-01,2011,3,241.14382258080002,0.7499714573539631
2011-04-01,2011,4,245.25547020471,1.199488492011406
2011-05-01,2011,5,239.32599989097002,1.427597508505617
2011-06-01,2011,6,187.23106378683002,1.3293266041132765
2011-07-01,2011,7,139.84179490596,0.996639459444384
2011-08-01,2011,8,42.439699319819994,-0.5452992084028698
2011-09-01,2011,9,46.3392732867,-0.8559570400246057
2011-10-01,2011,10,106.39142969058,-0.02509351594120297
2011-11-01,2011,11,113.54041078107001,-0.692376825600259
2011-12-01,2011,12,133.23998453154002,-1.2378233186143621
2012-01-01,2012,1,91.80521970189001,-1.836181005905008
2012-02-01,2012,2,229.23874903376998,0.34817693628048335
2012-03-01,2012,3,217.69952799816,0.4619365882365559
2012-04-01,2012,4,282.65440522446,1.7043675655173787
2012-05-01,2012,5,193.78817099817002,0.7260196171669128
2012-06-01,2012,6,151.45790609208,0.7389765171229192
2012-07-01,2012,7,67.82269478229,-0.4363825105257292
2012-08-01,2012,8,19.624471746810002,-1.4477374636310523
2012-09-01,2012,9,119.47560382644,0.7347317649884512
2012-10-01,2012,10,135.13255200705,0.4302172561111542
2012-11-01,2012,11,229.64787572682,1.0389500978394806
2012-12-01,2012,12,244.67611336596,0.8162271002603879
2013-01-01,2013,1,261.95025456038996,0.6420713699102566
2013-02-01,2013,2,266.93844831051,0.7752557655426836
2013-03-01,2013,3,177.60658297512,-0.0824759311658535
2013-04-01,2013,4,177.03580905677998,0.1302465729512521
2013-05-01,2013,5,88.80543708564,-1.4778043844337876
2013-06-01,2013,6,88.05727953585,-0.5906934537514105
2013-07-01,2013,7,68.89057131218999,-0.40890398901634595
2013-08-01,2013,8,47.85561544818,-0.3858075607756026
2013-09-01,2013,9,33.66923338917,-1.2960927512883842
2013-10-01,2013,10,32.10282348132,-1.8622326152588826
2013-11-01,2013,11,93.02330027715,-1.114978472297656
2013-12-01,2013,12,140.08641230406,-1.0833001942182194
2014-01-01,2014,1,162.15419738049002,-0.5934773517511344
2014-02-01,2014,2,127.39205344689,-1.1126665333063275
2014-03-01,2014,3,146.95715860407,-0.5574140326783256
2014-04-01,2014,4,180.35244910164,0.18800411523699162
2014-05-01,2014,5,172.85513847288,0.36689854378521025
2014-06-01,2014,6,121.7100620448,0.17388853620259773
2014-07-01,2014,7,79.39910861084999,-0.15285259010978022
2014-08-01,2014,8,71.02131810915,0.1828449006057925
2014-09-01,2014,9,148.627996194,1.1789709228888396
2014-10-01,2014,10,203.80711605051,1.305543527220105
2014-11-01,2014,11,274.99580421693,1.5532769625059626
2014-12-01,2014,12,252.82859833911,0.939286626021213
2015-01-01,2015,1,228.76167278946,0.27288720768636215
2015-02-01,2015,2,219.44475164649,0.22972073672444795
2015-03-01,2015,3,238.51490012937,0.7186143225108121
2015-04-01,2015,4,210.41035642314,0.6818999450812084
2015-05-01,2015,5,158.62011919905,0.10590706766638962
2015-06-01,2015,6,119.29178222409,0.12408493318217315
2015-07-01,2015,7,121.67573006039999,0.6930906648227088
2015-08-01,2015,8,132.78150548867998,1.253827330031293
2015-09-01,2015,9,201.54762302457,1.860569205341056
2015-10-01,2015,10,264.04237738494,1.927549127911437
2015-11-01,2015,11,257.26318392534,1.359161492925758
2015-12-01,2015,12,144.62828653002,-0.9836341551974886
2016-01-01,2016,1,102.83875473285,-1.6047462633387954
2016-02-01,2016,2,96.92502000039,-1.7066309116414788
2016-03-01,2016,3,204.80203575417,0.29467295255746084
2016-04-01,2016,4,172.72639219556999,0.05411271797806959
2016-05-01,2016,5,217.85044642158002,1.1086631908548763
2016-06-01,2016,6,106.63318632207,-0.14828097744855864
2016-07-01,2016,7,91.14217766502,0.10742393264758897
2016-08-01,2016,8,60.31894705671,-0.06116840525516271
2016-09-01,2016,9,116.89138443279,0.6920969249525109
2016-10-01,2016,10,154.14619475159998,0.6970441441864209
2016-11-01,2016,11,183.43663204730998,0.44170936021065615
2016-12-01,2016,12,130.16581521020998,-1.308991292469054
2017-01-01,2017,1,237.25605009620998,0.37057975532772247
2017-02-01,2017,2,205.70325831527998,0.057438534919811386
2017-03-01,2017,3,242.88868862747995,0.7706604794518307
2017-04-01,2017,4,114.13478805152997,-1.1387155826141728
2017-05-01,2017,5,138.73958575631997,-0.2862040300544329
2017-06-01,2017,6,124.22204038058999,0.22492877096243738
2017-07-01,2017,7,218.25814416209997,2.076708571111686
2017-08-01,2017,8,179.15010589733996,1.8586051669137673
2017-09-01,2017,9,143.28789835736995,1.1020864510094754
2017-10-01,2017,10,53.68781069312997,-1.151337869671003
2017-11-01,2017,11,206.16531402161996,0.7464107028647863
2017-12-01,2017,12,248.21805995690997,0.870016656826073
2018-01-01,2018,1,313.49945121869996,1.1589742290438463
2018-02-01,2018,2,348.90890113373996,1.5836515473135608
2018-03-01,2018,3,343.19186183268,1.8269350343992796
2018-04-01,2018,4,274.24621541988,1.5947913970364436
2018-05-01,2018,5,142.45390830830996,-0.210204251448227
2018-06-01,2018,6,251.34444149084996,2.227545070218356
2018-07-01,2018,7,277.87613739398995,2.7426791614101806
2018-08-01,2018,8,236.81473631219995,2.4878671260656775
2018-09-01,2018,9,117.76041912938997,0.7065022889643173
2018-10-01,2018,10,104.36439496091997,-0.06017870923793976
2018-11-01,2018,11,158.07938604407997,0.07071615078873077
2018-12-01,2018,12,166.94498098146,-0.5227356719967239
2019-01-01,2019,1,248.18658815943,0.4929431914618042
2019-02-01,2019,2,225.88133741393997,0.30795478188987785
2019-03-01,2019,3,225.83627647946997,0.5641165297780065
2019-04-01,2019,4,166.68391215281997,-0.05480635139284468
2019-05-01,2019,5,116.54019394064997,-0.7718519173888653
2019-06-01,2019,6,117.47646350774997,0.08625476484678837
2019-07-01,2019,7,114.60900345662998,0.5670316244302996
2019-08-01,2019,8,106.27055195786998,0.845414280801264
2019-09-01,2019,9,84.37943484281998,0.09306456525818659
2019-10-01,2019,10,70.72663300112997,-0.7255553354760295
2019-11-01,2019,11,133.27002504830998,-0.3330859046080284
2019-12-01,2019,12,236.47570642142998,0.6897010646992721
2020-01-01,2020,1,211.60769505362998,0.06799354145352182
2020-02-01,2020,2,178.11155366964,-0.3133039830171437
2020-03-01,2020,3,142.49753961632996,-0.6319832796891429
2020-04-01,2020,4,243.59750791910997,1.1759879553556698
2020-05-01,2020,5,272.44734842447997,1.8851983214935835
2020-06-01,2020,6,206.24613834875996,1.6137850133836888
2020-07-01,2020,7,117.43998587402997,0.6181263186197308
2020-08-01,2020,8,77.83484513216997,0.32556812164964566
2020-09-01,2020,9,85.30926751469997,0.1121597587781433
2020-10-01,2020,10,79.44560070596997,-0.5351559594882912
2020-11-01,2020,11,83.26077454823997,-1.3392524385657105
2020-12-01,2020,12,128.04222100925995,-1.3588343040051956
2021-01-01,2021,1,192.03829760762147,-0.1798003709987019
2021-02-01,2021,2,204.0381431593225,0.03604588226379597
2021-03-01,2021,3,199.30744171140992,0.22129222213379507
2021-04-01,2021,4,153.33938598631457,-0.30509394704466525
2021-05-01,2021,5,118.59583854674177,-0.7243612927790615
2021-06-01,2021,6,74.31292533873804,-0.9611750045923205
2021-07-01,2021,7,43.2286262512165,-1.1747157116331817
2021-08-01,2021,8,45.89867591857541,-0.44191541002334755
2021-09-01,2021,9,47.073841094966085,-0.8332177101680671
2021-10-01,2021,10,157.9713821411016,0.7480824335093673
2021-11-01,2021,11,210.1249694824064,0.7972077999084615
2021-12-01,2021,12,268.9697742461983,1.175490255139056
2022-01-01,2022,1,249.22084808348131,0.5043357409933524
2022-02-01,2022,2,250.68140029905612,0.5962991673588934
2022-03-01,2022,3,246.31404876707086,0.810994404112106
2022-04-01,2022,4,186.90776824949464,0.30011630795154604
2022-05-01,2022,5,161.48328781126517,0.15961711560748035
2022-06-01,2022,6,121.82307243346284,0.1761997522716805
2022-07-01,2022,7,137.36701011657,0.9568522556213414
2022-08-01,2022,8,219.3560600280687,2.30829477127385
2022-09-01,2022,9,284.1067314147879,2.7292015147445294
2022-10-01,2022,10,263.84139060973354,1.9256306170270565
2022-11-01,2022,11,221.0412025451552,0.9340930037824661
2022-12-01,2022,12,183.6726665496713,-0.20401227024248236
2023-01-01,2023,1,228.67226600645427,0.27184626228724074
2023-02-01,2023,2,168.73955726622412,-0.4480260808113548
2023-03-01,2023,3,134.46950912474236,-0.7703495843773923
2023-04-01,2023,4,122.98107147215529,-0.9352444772283449
2023-05-01,2023,5,200.74582099912976,0.8397070257000574
2023-06-01,2023,6,211.12346649168606,1.6840267697182483
2023-07-01,2023,7,151.5312194824138,1.1786862338555264
2023-08-01,2023,8,88.9406204223597,0.5414128685999974
2023-09-01,2023,9,371.275663375847,3.4925162021659557
2023-10-01,2023,10,389.05978202818943,2.9806014856560017
2023-11-01,2023,11,385.3332996368299,2.6119625159436044
2023-12-01,2023,12,111.53554916380963,-1.76732043129359
2024-01-01,2024,1,146.87919616698056,-0.8253285126839903
2024-02-01,2024,2,167.29545593260525,-0.46923331782028
2024-03-01,2024,3,176.130294799793,-0.10402450167771046
2024-04-01,2024,4,162.4839305877599,-0.13208057047906954
2024-05-01,2024,5,157.2067737579268,0.07915564656118149
2024-06-01,2024,6,96.18186950683209,-0.39008034579038164
2024-07-01,2024,7,75.69408416747673,-0.2403402514569653
2024-08-01,2024,8,73.76503944396634,0.2413704693060546
2024-09-01,2024,9,176.2347221374441,1.5507470495758264
2024-10-01,2024,10,154.02817726134566,0.6954564108883416
2024-11-01,2024,11,193.91369819640067,0.5850755850774002
2024-12-01,2024,12,265.9027576446372,1.1313342241189597
2025-01-01,2025,1,310.39595603940825,1.1294889452415824
2025-02-01,2025,2,310.44316291806706,1.2215943192732253
2025-03-01,2025,3,179.55207824705212,-0.054261473005118674
2025-04-01,2025,4,232.30147361753288,1.0130407279988065
2025-05-01,2025,5,210.3323936462242,0.992207463346006
2025-06-01,2025,6,171.4625358581419,1.0790113495888107
2025-07-01,2025,7,77.70752906798805,-0.1924449057958247
2025-08-01,2025,8,31.901121139524307,-0.9022312831539046
2025-09-01,2025,9,49.28541183471297,-0.7662298855083322
2025-10-01,2025,10,111.4439964294352,0.06044382048858639
2025-11-01,2025,11,143.94807815550698,-0.15356520875384108
2025-12-01,2025,12,284.96932983396914,1.4006868980403866
