start,length,peak,mean_tmax,year
2041-01-22,4,19.52651500000001,17.9844994631631,2041
2041-01-27,3,19.324786918534972,17.210347402192365,2041
2041-02-01,3,16.926852153723846,16.73240802539631,2041
2041-03-16,6,29.37315477756688,25.112488864942865,2041
2041-03-24,9,32.40691833333334,26.58276729613756,2041
2041-04-14,5,27.15301969430158,25.930316545411728,2041
2041-04-25,4,30.062466666666673,28.11566430653332,2041
2041-06-15,16,44.09760750000002,39.23677479251008,2041
2041-07-22,9,42.45214083333335,39.570298985248996,2041
2041-08-03,12,39.55485674654761,37.960339783852035,2041
2041-08-27,5,38.088456787204585,36.74582104819305,2041
2041-10-01,9,35.79236583333335,32.57676216481167,2041
2042-03-10,6,26.545002890572924,23.328332919011086,2042
2042-03-20,3,26.789487928366974,24.81997209156005,2042
2042-05-27,12,36.41206044239186,33.98069195501815,2042
2042-06-17,6,36.953678540376515,36.218744842724654,2042
2042-06-25,6,43.88912916666668,39.4980415019481,2042
2042-07-14,7,42.29450493458732,39.369220969063754,2042
2042-07-27,9,39.88199882468326,38.11386956158247,2042
2042-11-11,3,23.621095270407462,22.912523347980436,2042
2042-11-18,5,25.625360127507815,23.230921974913244,2042
2043-03-10,4,26.336296040573973,22.186061295475536,2043
2043-03-29,9,31.375096666666675,26.558716064946555,2043
2043-04-16,4,27.675497720152368,26.254928121723804,2043
2043-05-02,5,31.152218433585855,30.30278034904568,2043
2043-05-09,4,31.859687192167026,30.78222346389242,2043
2043-06-26,3,42.24683916666667,38.40845270559617,2043
2043-07-09,4,40.37951276103166,39.35523941233886,2043
2043-07-14,27,44.993220833333346,39.123166605253566,2043
2043-08-15,6,38.556621394314234,37.63495094849336,2043
2043-10-07,19,33.925930833333354,30.04563726995889,2043
2044-02-17,10,23.73132666666666,22.01435303062752,2044
2044-02-28,6,25.09607909176114,22.008436082482238,2044
2044-03-14,4,27.372066201986193,25.31338148837035,2044
2044-03-19,5,29.982094735044253,27.187058603759265,2044
2044-03-30,3,25.6528027240419,24.00411350090084,2044
2044-04-16,7,27.198191303196168,26.10122595896531,2044
2044-05-01,3,31.14958163669303,29.72328936893078,2044
2044-05-29,12,36.38931339020204,34.98755093938153,2044
2044-06-13,3,36.25618151923072,35.86119954997958,2044
2044-06-17,3,37.332347863583074,36.43409338462661,2044
2044-06-29,38,44.04956083333334,41.067978702084034,2044
2044-08-11,7,40.18852555624819,38.29078883139827,2044
2044-08-24,3,37.23205735686567,36.78247730589678,2044
2044-09-02,4,34.762570797116204,34.51786103765035,2044
2044-09-22,33,34.46393723392263,30.771034165685833,2044
2044-10-31,4,26.347802545795574,25.070869885514092,2044
2044-11-06,9,25.44141539768453,23.502735969971237,2044
2044-11-18,9,26.75733493344323,22.63414500995954,2044
2044-12-16,3,17.538676390474944,17.182706178067296,2044
2045-01-03,7,20.95748500000002,19.216768037338912,2045
2045-01-13,16,19.623490000000025,17.791342122482455,2045
2045-01-30,6,19.53622666666667,17.57515184128322,2045
2045-02-22,6,23.58002666666665,21.203380030842265,2045
2045-03-05,11,32.07219000000002,27.18725424835083,2045
2045-04-06,3,23.855216461293455,23.39808082552905,2045
2045-06-23,4,36.60028277029156,36.24343364147548,2045
2045-07-24,5,39.91781753290888,38.559381465002176,2045
2045-08-02,9,40.00396988406551,38.1446622991978,2045
2045-09-11,5,34.66453978583673,33.98629984186656,2045
2045-09-22,24,35.938897500000024,32.578136278576935,2045
2045-10-28,7,28.694235000000003,27.06661941369145,2045
2045-11-08,12,25.777473770199222,22.808765971013273,2045
2045-12-04,9,21.69810750436973,18.402200332603897,2045
2045-12-22,8,23.99076166666666,19.672702465050627,2045
