start,length,peak,mean_tmax,year
2026-01-06,3,18.103378636153163,17.603516994709167,2026
2026-03-21,4,24.50331436612886,23.276806177590828,2026
2026-07-06,3,38.52187046369642,37.5484811429489,2026
2026-10-07,4,32.50517416666668,30.322857955544272,2026
2027-03-20,7,27.913682683479596,25.406598791157766,2027
2027-05-01,8,29.807866819394565,29.329257669252023,2027
2027-07-11,10,43.4948375,40.0790210771496,2027
2027-07-31,5,38.21666537844227,36.81681813066555,2027
2027-09-12,3,33.355658693656,32.94375554855116,2027
2027-11-30,3,18.643718593603992,18.111230210201246,2027
2028-01-03,4,17.81588424632536,16.509172241042325,2028
2028-02-26,3,20.85951948284254,20.139605772429842,2028
2028-03-20,3,26.63243150789532,24.726537844101898,2028
2028-07-26,12,41.249014034160574,38.59512042291342,2028
2028-10-09,7,29.55179221833905,29.147618764142397,2028
2029-02-08,3,19.14586368496266,18.51413032674108,2029
2029-02-26,7,24.43488076008765,22.12167166472586,2029
2029-06-19,3,42.351825833333336,40.52084603934523,2029
2029-06-28,3,39.361632785284264,38.2202455823203,2029
2029-07-15,4,39.7561811682258,39.24611594100437,2029
2029-07-21,6,43.04153250000001,40.929610710513835,2029
2029-10-21,4,27.618213535394638,26.981066126151333,2029
2029-11-15,3,21.896514421590073,21.25366759929343,2029
2029-11-24,11,24.676385000000007,20.352101014855446,2029
2029-12-11,3,23.920511666666684,19.71020734088785,2029
2029-12-28,3,18.392737767914035,16.82385287024499,2029
2030-01-01,5,18.294316465797593,16.155680698039305,2030
2030-01-07,3,18.352768769337565,16.570418366128767,2030
2030-01-17,4,18.881871534158787,16.084920437831414,2030
2030-01-24,3,18.657505432670582,18.278044339864497,2030
2030-01-28,5,19.82290987213746,19.438331541948457,2030
2030-04-03,7,26.601554960906714,24.980956589513,2030
2030-10-19,6,30.451278361090527,28.91025264037614,2030
2030-10-28,3,25.50783979980437,24.702505303879377,2030
2030-11-12,6,25.624061667553853,22.848881273903093,2030
2030-12-04,5,18.308964177372477,17.6496940951756,2030
2031-01-10,4,18.690888158954856,16.90328195102375,2031
2031-03-27,3,28.734471343711743,26.798404528420576,2031
2031-06-01,3,35.725259452858445,34.52740232619834,2031
2031-06-27,3,36.835578894055146,36.64777070735597,2031
2031-07-30,7,39.22429569569087,37.247615667339915,2031
2031-09-03,5,35.04724444030184,34.74625188153367,2031
2031-11-15,10,24.58795470383827,21.89301760535748,2031
2031-11-26,9,25.63424166666667,20.823110429604878,2031
2031-12-31,6,18.349352852374356,15.969965762406886,2031
2032-01-11,5,19.545645000000007,18.35678461513238,2032
2032-02-04,3,19.516810177754863,17.551555798863543,2032
2032-02-11,5,20.18909275116338,17.870118192205023,2032
2032-02-23,4,22.79576499999999,20.81651609311801,2032
2032-03-13,4,24.72208996184176,23.246806079103656,2032
2032-07-14,4,38.84745546082191,38.197284244612995,2032
2032-08-04,9,38.96549340722604,37.770082125439174,2032
2032-08-28,9,37.14277075467028,35.59888175379997,2032
2032-10-20,6,30.23329816044035,28.31659587565025,2032
2032-11-15,4,23.01585701574413,21.1111213610684,2032
2032-11-22,3,21.430683688973403,19.835788257944305,2032
2032-11-28,3,19.8712764475113,19.742738143687077,2032
2032-12-09,3,23.672375334989503,20.61186277287266,2032
2033-01-02,9,19.694853333333345,16.689713321435647,2033
2033-01-12,4,18.46233620366411,16.73928745995167,2033
2033-03-05,8,24.86098792207729,22.58990825732283,2033
2033-03-27,9,32.62802833333335,27.97000314043365,2033
2033-04-07,4,26.81308840586505,25.400758134613756,2033
2033-05-09,16,37.14107083333334,32.996931399954846,2033
2033-06-06,25,45.928764166666674,39.94719686580934,2033
2033-07-10,11,40.435160759352776,37.808896894925326,2033
2033-07-24,3,37.1212636294173,36.396889082277575,2033
2033-10-05,5,32.58102416666668,31.558177375053173,2033
2033-10-12,6,30.07589374278781,28.375611793870437,2033
2033-11-13,3,24.922137206696043,23.680834724050147,2033
2033-11-24,5,19.937501466400267,19.577219620353752,2033
2033-12-13,3,17.584025771012364,16.83632735220216,2033
2034-02-09,3,19.898374690316317,18.084129579908055,2034
2034-02-15,5,22.727733333333315,20.511838718277396,2034
2034-03-29,7,31.710171666666692,26.273433496117832,2034
2034-04-06,8,26.9500891087857,25.519480101985977,2034
2034-06-06,3,34.16458672290292,34.01605460587223,2034
2034-06-25,5,38.6885612012503,37.3308188306032,2034
2034-07-21,13,41.589689886549344,39.78228907252966,2034
2034-10-04,9,34.07674583333335,32.081883614463514,2034
2034-11-15,4,24.862323504694615,23.04135616427337,2034
2034-12-01,4,24.08433166666666,20.511888098100478,2034
2034-12-07,9,24.623098333333317,20.4347446676833,2034
2034-12-17,4,16.305587035542267,15.824286762194024,2034
2034-12-31,4,17.82993886471973,16.83322641754777,2034
2035-01-09,11,19.69812,17.4239896406883,2035
2035-05-04,4,29.851659509813892,29.163502968561012,2035
2035-09-04,7,34.63040075481716,34.214657235787335,2035
2035-10-01,3,32.309316171822715,31.469731232481678,2035
2035-10-12,3,29.732401755600282,28.60205755503505,2035
2035-12-08,7,23.73175,19.389329775461015,2035
2036-02-14,4,21.572871666666657,20.033930964738587,2036
2036-03-25,8,31.016921666666686,27.06941568806515,2036
2036-04-05,5,29.108668396898892,26.024244780638433,2036
2036-04-18,10,28.9569609029679,26.824668060156274,2036
2036-04-30,6,30.494298534576206,29.08410514367502,2036
2036-05-20,12,36.33026450890708,33.887565619724526,2036
2036-06-18,7,43.12535416666669,39.348352182079516,2036
2036-06-27,14,43.280579166666676,39.55148563433209,2036
2036-07-27,5,37.54943134983411,37.00536306805873,2036
2036-08-03,6,38.441546308807034,37.37505687321735,2036
2036-09-12,3,33.97472634222353,32.964991230967065,2036
2036-11-03,3,25.77204846578297,25.316376311032524,2036
2036-11-08,13,26.271133190080285,23.147492875710952,2036
2036-12-01,3,20.391671864905554,18.934954132482662,2036
2036-12-29,4,16.47807970838477,15.79662520024291,2036
2037-01-06,5,20.217338333333345,18.693217397166215,2037
2037-02-15,4,20.016084189418063,18.69199956597088,2037
2037-02-28,4,21.683081393845367,21.335909173543513,2037
2037-03-05,5,24.78756635436107,21.657462966770318,2037
2037-03-23,3,24.1837579977567,23.55030073715024,2037
2037-03-30,4,28.074795444108716,25.24562939419954,2037
2037-04-05,4,26.16912919009199,24.481408200553453,2037
2037-07-14,5,40.86750497913327,39.35837002299714,2037
2037-07-29,7,38.47903370466366,36.785057732882954,2037
2037-08-18,8,38.95810493050382,37.203751612288414,2037
2037-09-07,3,34.78149100746548,34.6659229326926,2037
2037-10-29,3,24.5501449974227,24.252941465592283,2037
2037-11-12,3,23.611871569757398,22.92798961629704,2037
2037-11-18,5,23.19728818672914,21.25291784290119,2037
2037-11-26,4,24.45148066443844,23.554765032961118,2037
2037-12-02,10,24.957071666666675,21.29979135278152,2037
2037-12-14,6,17.579759248688728,16.31211954107961,2037
2037-12-21,4,17.92008261102615,17.049063089457437,2037
2038-02-04,3,20.568623692959704,20.20624554175252,2038
2038-02-12,7,21.56470166666665,19.535844730299434,2038
2038-04-11,8,27.333048084110562,25.902276899956515,2038
2038-04-21,6,27.643732969719743,27.03356544471268,2038
2038-06-21,5,42.33276250000001,38.35950735126044,2038
2038-06-28,3,36.59266161428475,36.46166970500514,2038
2038-07-11,3,39.1958431344005,38.00377313263247,2038
2038-07-24,5,39.89100079848422,37.91701837185582,2038
2038-08-05,5,39.028339403516796,37.59595469277454,2038
2038-08-14,5,38.32835758517572,37.61860557027889,2038
2038-08-22,15,39.12208497427817,36.683548738286326,2038
2038-09-19,4,34.56434612619806,33.586229991416694,2038
2038-10-01,3,34.224342500000006,33.91703861111112,2038
2038-10-08,8,29.653438762455416,28.553643610811477,2038
2038-10-24,5,27.164674826514826,26.29294644402903,2038
2039-01-03,4,19.562453333333345,18.329771762856293,2039
2039-02-17,11,22.943733333333324,20.151820718259483,2039
2039-03-06,8,26.979823541358165,23.23163573160442,2039
2039-03-27,14,27.737340538598563,24.772066388323566,2039
2039-06-11,3,36.55801416110933,35.532971991317716,2039
2039-06-19,3,36.913503571404696,36.2944342939075,2039
2039-06-27,7,39.41866993120932,37.63219631187697,2039
2039-07-13,14,40.53813252895139,38.383420354527445,2039
2039-07-29,8,39.94717893614007,37.55955176502724,2039
2039-08-07,23,41.286025864708726,38.08662958684578,2039
2039-09-01,3,34.53617091246745,34.528575328503585,2039
2039-09-05,10,34.71014922544211,33.97893382276776,2039
2039-09-21,3,34.14987613535392,32.52405780187453,2039
2039-10-03,7,34.180217500000026,32.443266738450724,2039
2039-10-28,4,25.97547247080169,25.154289462387716,2039
2039-11-08,5,25.869380271200157,24.13718018072475,2039
2039-11-30,6,24.816069999999993,21.296397070422554,2039
2040-01-11,3,16.760030036106713,15.74306885589163,2040
2040-04-13,6,31.29651166666669,28.278899716550317,2040
2040-04-26,5,32.73852500000001,29.737837499908487,2040
2040-06-07,5,36.35311237725239,35.6882368633847,2040
2040-07-24,9,40.71712835812363,39.502263932379996,2040
2040-09-01,3,34.70102687876586,34.45023286545764,2040
2040-10-04,20,33.35840916666666,29.093741663997243,2040
2040-11-19,3,21.8610087342181,20.184108332284566,2040
2040-12-10,8,23.757588333333334,18.86964553743805,2040
