,raw,corrected,delta,pct_change
tmin_mean,14.648217463926963,13.056217858213904,-1.5919996057130597,-10.868213894513474
tmax_mean,21.34277454497719,22.932502328919234,1.5897277839420454,7.44855257966529
tas_mean,18.05209071164386,17.16786385667441,-0.8842268549694516,-4.898196386743794
precip_total,461.3243510031581,457.2028152639543,-4.121535739203807,-0.8934138703585566
max_week_precip_mm,47.98984203481346,60.032108396976604,12.042266362163147,25.093365286402236
days tmax>=35 C,33.05,35.2,2.1500000000000057,6.505295007564314
tropical nights tmin>=20 C,108.25,87.35,-20.900000000000006,-19.307159353348734
wet days,86.15,65.5,-20.650000000000006,-23.96982008125363
