valid_time,year,month,precip_3mo_raw,spi3_raw,precip_3mo_corrected,spi3_corrected
2026-01-01,2026,1,,,,
2026-02-01,2026,2,,,,
2026-03-01,2026,3,91.41398918868417,-1.6311680966884508,81.5173895422331,-1.8683770783202087
2026-04-01,2026,4,84.92617648500863,-1.9004890385326036,115.83083391769733,-1.0988831326143191
2026-05-01,2026,5,152.6103003251825,-0.008971894907082825,237.92282190239436,1.4073372439095275
2026-06-01,2026,6,188.57481024274605,1.350020357087242,248.82355532376758,2.1951618953681438
2026-07-01,2026,7,146.4785565396007,1.1011466597979762,173.1633227820418,1.4931910954750491
2026-08-01,2026,8,51.83817538271884,-0.2763449530259543,25.86814009562128,-1.1464262031712016
2026-09-01,2026,9,46.72912495869127,-0.8438573846685684,50.803832366374536,-0.7214500546503326
2026-10-01,2026,10,64.19446453830722,-0.8792193455981463,63.234879352794685,-0.9027046032479022
2026-11-01,2026,11,143.76142958449145,-0.1566245772250817,101.85133367685428,-0.9259401579974305
2026-12-01,2026,12,171.78601212463502,-0.42836151754281987,128.40046988585,-1.3503859297507927
2027-01-01,2027,1,244.26871148923374,0.4495009438412612,204.8076662098308,-0.016297922512155158
2027-02-01,2027,2,244.79131749569547,0.5295833147547673,251.54278280038966,0.6059691859488423
2027-03-01,2027,3,214.82455218728285,0.4252314921988592,216.45682502092222,0.4461103930164252
2027-04-01,2027,4,162.3513605506807,-0.1345413870467353,189.3057587308206,0.3404753184074719
2027-05-01,2027,5,86.37115941266151,-1.5467566688377126,100.39279262902313,-1.166544700421694
2027-06-01,2027,6,77.43576643595797,-0.8730904921001168,77.38607170630365,-0.8744727620977022
2027-07-01,2027,7,43.29109526969127,-1.1725026335663482,20.614802643714185,-2.201605275763995
2027-08-01,2027,8,52.36647047686459,-0.26226465366951557,56.50477484526998,-0.15520266060664348
2027-09-01,2027,9,55.30146187030013,-0.5940726815190434,77.96621534944848,-0.04264986759132804
2027-10-01,2027,10,104.37513414515305,-0.059991623387981925,121.54417001988682,0.22394259841078795
2027-11-01,2027,11,155.84071514984004,0.03610774829354465,128.75796340270978,-0.4118770522758996
2027-12-01,2027,12,188.53967585950102,-0.11496922875039581,156.19187746154898,-0.7392051716545788
2028-01-01,2028,1,257.04622646281433,0.5895409417160675,248.16414316894583,0.49269560943378365
2028-02-01,2028,2,191.78210461035545,-0.12513073093455035,204.24714898920175,0.03873748671649981
2028-03-01,2028,3,221.61914107639987,0.5114669457419743,237.88966993420684,0.7111234593825253
2028-04-01,2028,4,166.23615874602032,-0.0629818320931747,197.99772320271597,0.4839894399844549
2028-05-01,2028,5,255.50889758835277,1.6559273357339495,357.8840866671645,2.921923869133271
2028-06-01,2028,6,194.5700392003198,1.4412127002906117,277.3600029745065,2.5504790360996807
2028-07-01,2028,7,142.42606310899143,1.0377050663753293,198.48077563061221,1.8311162862256716
2028-08-01,2028,8,50.77011352900107,-0.30511551349344884,37.71598963701499,-0.6964809535530592
2028-09-01,2028,9,42.76961070961041,-0.9702402447505779,45.30304458976606,-0.8884710475406924
2028-10-01,2028,10,140.2324468090942,0.5040871053401634,172.45057579019198,0.9343095592814452
2028-11-01,2028,11,225.6111451583639,0.990092947963082,230.29744228962034,1.0467598016141852
2028-12-01,2028,12,337.82910656209566,2.0912993767194434,349.0152646677243,2.2283961013069615
2029-01-01,2029,1,274.146090175753,0.7699716624886918,246.96237135141627,0.4794177126055978
2029-02-01,2029,2,222.23192118668595,0.2637821554143202,225.38741596681842,0.3020041820031589
2029-03-01,2029,3,129.42433353353005,-0.8602333789636668,127.98652912290108,-0.8862900442742514
2029-04-01,2029,4,120.62703736398447,-0.9883774624008437,135.65268617046084,-0.6606091830844739
2029-05-01,2029,5,145.26423948243124,-0.15358319062453377,183.17007955265802,0.5472391088450738
2029-06-01,2029,6,118.42974778798575,0.10616892262876626,147.49904414289807,0.6682616944106146
2029-07-01,2029,7,76.88790850802931,-0.21183896522488843,92.02038957497244,0.12596127483734415
2029-08-01,2029,8,14.770449548189179,-1.7361842884208332,2.793057444135283,-3.1088235699282105
