valid_time,precip_mm,precip_mm_scaled,tmean_c,tmax_mean_c,tmin_mean_c,rh_mean_percent,wind_avg,wet_days,year,month
1990-01-01,1.049041746105,6.29425047663,3.048177116935508,8.619728387096798,-0.4417815322580398,73.51048512423006,1.2486758247641956,2,1990,1
1990-02-01,4.327654842115,25.96592905269,7.236651004464307,13.110222410714309,2.9351920535714524,69.64161947619142,1.6350645928772078,6,1990,2
1990-03-01,3.83102893557,22.98617361342,11.174361008064539,18.721110241935506,6.037179435483894,54.504351501102015,1.71347426338186,3,1990,3
1990-04-01,4.492044453055,26.95226671833,14.893676250000022,20.774790500000027,10.618644083333354,57.730361093766355,1.893008735598417,7,1990,4
1990-05-01,3.901958464415,23.41175078649,19.08179725806454,24.768220080645182,14.206327983870992,52.97619702849527,1.5478471588102043,6,1990,5
1990-06-01,2.3181438373949996,13.90886302437,24.222035666666688,30.451387583333357,18.578320833333354,45.76496540427149,1.7721757946579282,3,1990,6
1990-07-01,2.830982228855,16.98589337313,26.29798596774196,32.2453973387097,21.22193750000002,46.929176598362154,1.5080366147341815,3,1990,7
1990-08-01,9.40680495869,56.440829752140004,24.119011330645186,29.98802564516131,19.70754661290325,54.717608228953864,1.3702729727507714,3,1990,8
1990-09-01,3.9764642526,23.8587855156,20.444585833333356,26.754492083333353,16.099321750000023,61.58623192178431,1.460117536312956,3,1990,9
1990-10-01,3.4472942025,20.683765215,16.00951699596776,21.85933120967744,12.03737919354841,71.38504292372092,1.4273653134039939,4,1990,10
1990-11-01,10.375142113915,62.25085268349,11.95718322916669,16.914609833333355,8.665851666666692,79.04375676526584,1.5973166690189597,8,1990,11
1990-12-01,18.24820045576,109.48920273456,6.592525987903248,9.752916532258087,4.489776048387121,84.58560648884176,1.4093249788878763,16,1990,12
1991-01-01,7.854521288635,47.12712773181,3.588645887096797,8.483870725806474,0.511165725806474,75.62275161954412,1.4856960349172268,6,1991,1
1991-02-01,9.625315682155,57.75189409293,5.304675848214307,9.000056250000023,2.6481384821428766,78.61628097492215,1.4860784686099506,12,1991,2
1991-03-01,13.16905021015,79.0143012609,9.699969657258087,13.731128548387119,6.982477016129056,80.87526668823602,1.4709000256615026,14,1991,3
1991-04-01,24.734258680965002,148.40555208579,12.05990879166669,15.975990583333358,9.149027666666692,76.39779014129253,1.7051632484636656,16,1991,4
1991-05-01,11.605143555,69.63086133,15.739056471774216,20.49323475806454,11.686996612903247,68.6168549289516,1.8660225576112295,9,1991,5
1991-06-01,0.5810260765849999,3.4861564595099996,23.717879312500024,29.54640483333336,18.364265416666687,56.16970601796571,1.5069246315422666,1,1991,6
1991-07-01,4.27889821951,25.67338931706,24.311147721774216,29.61638935483873,19.619942096774217,58.78978689134504,1.4472525953982922,7,1991,7
1991-08-01,9.865045609960001,59.19027365976,23.4369910887097,28.54786225806454,19.651517419354864,64.7347473037612,1.270192611568551,10,1991,8
1991-09-01,0.661849976855,3.9710998611300004,20.26680968750002,26.834983750000024,15.724290083333354,65.11415243537813,1.3832624511873044,1,1991,9
1991-10-01,5.2886008884199995,31.73160533052,16.439168850806475,21.555376048387114,13.084331370967767,66.47281152643755,1.7331066682466665,6,1991,10
1991-11-01,9.35077666162,56.104659969720004,10.519164000000023,15.142563000000022,7.48251425000002,81.05734369905669,1.3280671759221234,8,1991,11
1991-12-01,7.2935819280750005,43.76149156845,2.2733516129032485,6.6945841129032475,-0.644651693548364,71.61189153946272,1.3743659462975297,9,1991,12
1992-01-01,4.8818588342349996,29.29115300541,3.282757439516152,9.134904677419378,-0.3968832258064288,73.60755096624824,1.4475968187580326,3,1992,1
1992-02-01,3.9032697605049997,23.41961856303,4.039102025862091,10.088243706896574,-0.05238560344825379,67.27475807541288,1.599317918037249,6,1992,2
