valid_time,lat,lon,tas,tasmax,tasmin,pr,huss,sfcWind,psl,precip_mm_day,relative_humidity_pct
2026-01-01,39.10994764397907,21.25,281.23587,282.32812,279.12515,8.157857e-05,0.0054566176,3.2722912,100987.1,7.0483885,81.93412
2026-01-01,39.10994764397907,22.5,280.05377,281.35968,278.95645,5.8549318e-05,0.00546116,1.6763985,101071.01,5.058661,88.961205
2026-01-01,39.10994764397907,23.75,283.71094,285.21216,283.07996,4.507257e-05,0.0052279634,4.564134,101007.516,3.8942702,66.49128
2026-01-01,40.0523560209424,21.25,278.16165,279.4382,276.2973,0.00013542143,0.004937866,2.3382301,100930.945,11.700412,91.565384
2026-01-01,40.0523560209424,22.5,277.38745,278.60614,276.14444,5.9509093e-05,0.0043790946,1.8172922,101117.62,5.141586,85.89995
2026-01-01,40.0523560209424,23.75,280.77747,282.88522,279.71234,5.956349e-05,0.0045035514,4.328779,101050.74,5.1462855,69.84897
2026-01-02,40.0523560209424,23.75,282.10803,283.59702,278.9865,4.001699e-05,0.0047072526,8.310591,100215.555,3.4574678,66.15329
2026-01-02,40.0523560209424,21.25,276.52487,279.28754,273.40393,7.001028e-05,0.00443936,3.684917,100376.79,6.048888,91.841515
2026-01-02,40.0523560209424,22.5,276.66528,279.43628,273.57324,3.919205e-05,0.004313756,3.6944182,100380.1,3.3861933,88.374054
2026-01-02,39.10994764397907,22.5,278.00204,280.64758,273.56973,3.315573e-05,0.0044570332,3.9107099,100541.484,2.8646553,83.27436
2026-01-02,39.10994764397907,21.25,279.33334,281.83725,276.91315,7.069187e-05,0.0046389126,5.5202637,100552.086,6.1077776,79.03428
2026-01-02,39.10994764397907,23.75,283.788,285.4284,281.05557,3.172241e-05,0.0049802004,10.059009,100402.95,2.7408164,62.648407
2026-01-03,39.10994764397907,21.25,275.68542,276.9291,273.0794,1.1093243e-06,0.0030572256,4.0374846,102062.46,0.095845625,68.302086
2026-01-03,39.10994764397907,22.5,273.83987,275.05585,271.57175,2.9620927e-07,0.0029362044,3.439745,101953.07,0.02559248,74.780075
2026-01-03,39.10994764397907,23.75,278.9357,280.99393,277.3674,1.6139772e-06,0.0034710106,9.67607,101641.4,0.13944763,61.484272
2026-01-03,40.0523560209424,21.25,273.16458,274.5385,272.06268,3.7627407e-07,0.0024305212,2.966775,102182.66,0.03251008,65.163246
2026-01-03,40.0523560209424,22.5,272.70288,273.66202,271.42645,1.3783844e-06,0.0025463037,4.6773024,102043.75,0.119092405,70.493706
2026-01-03,40.0523560209424,23.75,276.7819,278.75577,275.01938,2.2923844e-06,0.0031801006,9.046409,101712.95,0.198062,65.51979
2026-01-04,40.0523560209424,22.5,272.7235,275.3234,270.39105,5.6351524e-08,0.0027305132,2.3256462,103314.55,0.004868772,76.4116
2026-01-04,40.0523560209424,23.75,276.73123,279.31836,274.6901,2.1590722e-08,0.002921468,6.0229616,103079.33,0.0018654384,61.22722
2026-01-04,40.0523560209424,21.25,274.25024,277.1301,271.6796,2.49478e-07,0.0031814347,1.2554545,103283.21,0.0215549,79.68297
2026-01-04,39.10994764397907,21.25,277.1926,279.78717,274.3572,1.8961741e-07,0.0036297226,1.8521476,103291.7,0.016382944,73.76449
2026-01-04,39.10994764397907,22.5,273.76163,276.19424,271.03943,1.1102624e-07,0.0028694607,1.9923282,103349.695,0.009592667,74.503395
