valid_time,lat,lon,tas,tasmax,tasmin,pr,huss,sfcWind,psl,precip_mm_day,relative_humidity_pct
2054-05-17,40.0523560209424,22.5,293.88077,298.6153,288.5643,4.9587284e-06,0.009655621,2.2140672,101380.37,0.42843413,64.11803
2054-05-17,40.0523560209424,23.75,294.17233,296.07965,292.20795,1.72541e-06,0.011276385,3.4290621,101291.64,0.14907542,73.41442
2054-05-17,40.0523560209424,21.25,294.27747,298.28827,288.73383,3.686451e-07,0.009768366,1.7873955,101463.51,0.031850934,63.352383
2054-05-17,39.10994764397907,23.75,294.42114,295.8505,293.1707,6.155588e-06,0.012023914,3.5064738,101253.555,0.53184277,77.03178
2054-05-17,39.10994764397907,22.5,294.71326,299.9687,288.98816,5.125505e-06,0.009907468,2.128972,101323.98,0.44284365,62.470905
2054-05-17,39.10994764397907,21.25,294.88272,298.73343,290.1479,2.7408362e-06,0.010903927,2.3552625,101409.33,0.23680824,68.06204
2054-05-18,39.10994764397907,21.25,297.09967,300.55386,292.1601,4.2884363e-08,0.010988556,1.1749504,102044.35,0.003705209,60.34514
2054-05-18,39.10994764397907,22.5,296.3397,301.53046,290.49017,1.0585526e-08,0.008898311,1.4528524,102063.12,0.00091458944,51.229107
2054-05-18,39.10994764397907,23.75,295.56058,296.75754,294.4219,0.0,0.011296952,2.6973019,102109.85,0.0,68.11425
2054-05-18,40.0523560209424,21.25,295.67673,299.75323,290.5791,0.0,0.009447425,1.2521795,102148.836,0.0,56.64709
2054-05-18,40.0523560209424,22.5,294.76538,299.42947,289.36084,8.054215e-09,0.009254547,1.282828,102150.33,0.00069588417,58.665833
2054-05-18,40.0523560209424,23.75,295.42355,296.94028,294.2098,0.0,0.011424384,1.6772382,102146.125,0.0,69.47808
2054-05-19,39.10994764397907,21.25,298.3977,301.9032,294.1131,0.0,0.010617181,1.4216834,102164.04,0.0,54.02866
2054-05-19,39.10994764397907,22.5,296.18518,301.49835,290.66745,0.0,0.008248232,2.4333434,102282.57,0.0,48.05394
2054-05-19,39.10994764397907,23.75,295.37494,295.89886,294.4243,0.0,0.011034821,4.712993,102300.16,0.0,67.42504
2054-05-19,40.0523560209424,21.25,297.33615,301.7842,291.66476,0.0,0.009681534,1.3477035,102238.41,0.0,52.55947
2054-05-19,40.0523560209424,22.5,295.53436,300.3693,290.096,0.0,0.008903885,1.7789038,102321.41,0.0,53.96034
2054-05-19,40.0523560209424,23.75,295.79846,297.22244,294.3382,0.0,0.011347824,2.4021518,102364.57,0.0,67.60622
2054-05-20,40.0523560209424,22.5,295.6332,300.52454,290.1786,0.0,0.008002702,2.3159518,102117.234,0.0,48.138577
2054-05-20,40.0523560209424,21.25,297.33078,301.9598,292.55945,0.0,0.008542937,2.1206245,102058.125,0.0,46.343227
2054-05-20,40.0523560209424,23.75,296.55658,298.3175,294.91272,0.0,0.010883732,3.558276,102120.68,0.0,61.80536
2054-05-20,39.10994764397907,22.5,296.69696,302.12622,290.73627,0.0,0.0073582754,3.2439892,102019.78,0.0,41.480663
2054-05-20,39.10994764397907,21.25,298.32205,302.3415,294.05353,0.0,0.009025454,2.5072014,101970.66,0.0,46.092842
2054-05-20,39.10994764397907,23.75,296.23767,297.25284,295.0676,0.0,0.010727532,6.238462,102010.93,0.0,62.041767
2054-05-21,40.0523560209424,22.5,297.392,303.55667,290.22595,0.0,0.0065861023,2.1052861,101761.24,0.0,35.535526
2054-05-21,40.0523560209424,21.25,298.83786,304.80307,292.13275,0.0,0.006870915,1.8878183,101763.13,0.0,34.005882
2054-05-21,40.0523560209424,23.75,297.3029,299.0164,296.1053,0.0,0.011269735,2.8073075,101741.36,0.0,60.94718
2054-05-21,39.10994764397907,22.5,298.11368,303.85675,291.46228,0.0,0.005681332,2.8201337,101695.86,0.0,29.35697
2054-05-21,39.10994764397907,21.25,299.56082,304.463,293.99573,0.0,0.008009584,1.9469099,101667.38,0.0,37.92079
2054-05-21,39.10994764397907,23.75,296.73752,297.82162,295.68262,0.0,0.010869181,4.730244,101678.41,0.0,60.789482
2054-05-22,39.10994764397907,21.25,302.1399,307.17334,296.02026,2.4019917e-08,0.008518858,2.0941162,101454.45,0.0020753208,34.60851
2054-05-22,39.10994764397907,22.5,301.62994,308.02625,293.88333,7.763055e-10,0.005389171,2.8206804,101467.3,6.70728e-05,22.596334
2054-05-22,39.10994764397907,23.75,298.14087,299.68463,296.5428,5.9230554e-10,0.012464128,2.4149518,101465.53,5.1175197e-05,63.893112
2054-05-22,40.0523560209424,21.25,301.5895,307.65213,294.26855,8.55378e-06,0.008305419,2.4057229,101558.73,0.73904663,34.875637
2054-05-22,40.0523560209424,22.5,300.94113,307.2008,293.14893,5.548851e-06,0.007585899,2.528417,101533.07,0.47942072,33.08592
2054-05-22,40.0523560209424,23.75,298.79523,300.81647,296.744,1.226086e-07,0.013402514,1.4332813,101499.32,0.010593383,66.066765
2054-05-23,40.0523560209424,22.5,298.49902,302.11865,294.91263,2.6632795e-05,0.010159734,2.5501525,101801.34,2.3010736,51.22199
2054-05-23,40.0523560209424,21.25,299.98178,304.33878,295.54172,3.9440376e-05,0.01059434,2.540607,101723.484,3.4076486,48.880867
2054-05-23,40.0523560209424,23.75,298.52756,299.64722,296.95654,2.0007271e-06,0.012159336,3.3738432,101798.42,0.17286283,61.12388
2054-05-23,39.10994764397907,22.5,300.2814,304.45847,296.0807,1.5130736e-05,0.008047376,3.0261378,101718.86,1.3072956,36.536537
2054-05-23,39.10994764397907,21.25,301.59564,304.77747,298.26584,2.396933e-05,0.010357543,1.9894283,101581.22,2.0709503,43.433044
2054-05-23,39.10994764397907,23.75,297.79724,298.40906,296.07516,2.6703641e-15,0.01227279,4.5357223,101745.17,2.3071946e-10,64.39998
2054-05-24,39.10994764397907,21.25,299.7265,302.96814,295.79443,1.8228508e-06,0.008380822,2.20152,101817.97,0.1574943,39.342236
2054-05-24,39.10994764397907,22.5,297.0659,301.46982,291.9963,7.765637e-13,0.0051041907,3.1340673,101997.96,6.70951e-08,28.174608
2054-05-24,39.10994764397907,23.75,296.13986,297.32745,294.86023,0.0,0.00898767,6.088987,101991.57,0.0,52.33283
2054-05-24,40.0523560209424,21.25,298.01584,302.6903,293.41318,5.35992e-07,0.0077086184,2.3075747,101921.72,0.04630971,40.1053
2054-05-24,40.0523560209424,22.5,296.2675,300.95572,291.15942,2.1276107e-13,0.0055221897,2.4090555,102024.13,1.8382556e-08,31.984257
2054-05-24,40.0523560209424,23.75,296.6529,298.40952,294.99026,0.0,0.008204998,3.962424,102058.38,0.0,46.37065
2054-05-25,40.0523560209424,23.75,296.14505,298.60062,294.51242,0.0,0.0080220355,4.45555,102067.87,0.0,46.757755
