valid_time,lat,lon,tas,tasmax,tasmin,pr,huss,sfcWind,psl,precip_mm_day,relative_humidity_pct
2026-01-01,37.225130890052355,353.75,282.16788,287.35815,278.49295,8.092414e-18,0.004600817,2.7827759,103534.74,6.991846e-13,66.534386
2026-01-01,37.225130890052355,355.0,280.62912,286.17508,276.72687,0.0,0.0043642838,2.15092,103560.6,0.0,70.08122
2026-01-01,38.16753926701571,353.75,281.66556,286.15634,278.46216,1.0227956e-16,0.0046622828,2.4138665,103659.234,8.836954e-12,69.83042
2026-01-01,38.16753926701571,355.0,280.86227,284.7948,277.8026,1.1683582e-19,0.004461621,1.9163306,103638.7,1.0094615e-14,70.56388
2026-01-02,37.225130890052355,353.75,280.75623,285.259,277.70303,1.4528841e-11,0.003420056,3.1964629,103894.055,1.2552919e-06,54.651634
2026-01-02,37.225130890052355,355.0,278.9258,283.5894,275.5532,1.4714895e-13,0.0030960632,2.4206197,103950.37,1.2713669e-08,56.139557
2026-01-02,38.16753926701571,353.75,280.04254,283.873,277.26752,1.5577768e-11,0.0034318669,2.6153839,104032.04,1.3459191e-06,57.657402
2026-01-02,38.16753926701571,355.0,278.8629,282.09546,276.2072,8.138116e-14,0.0029625152,2.089667,104051.234,7.031332e-09,54.008926
2026-01-03,37.225130890052355,353.75,279.7232,285.08276,275.79474,0.0,0.0032017084,2.9774096,104023.15,0.0,54.985313
2026-01-03,37.225130890052355,355.0,278.1845,284.13776,273.81268,0.0,0.0030442092,2.2776814,104112.51,0.0,58.204044
2026-01-03,38.16753926701571,353.75,278.7124,283.4338,275.31955,9.123565e-18,0.0028989422,2.230409,104165.984,7.88276e-13,53.464447
2026-01-03,38.16753926701571,355.0,277.60516,282.11423,274.23892,0.0,0.0026997784,1.6666416,104221.336,0.0,53.813953
2026-01-04,37.225130890052355,353.75,280.4813,285.71487,276.4249,0.0,0.0037704802,3.1910417,103859.484,0.0,61.358566
2026-01-04,37.225130890052355,355.0,279.06012,284.813,274.61996,0.0,0.0036964088,2.6083972,103952.08,0.0,66.38301
2026-01-04,38.16753926701571,353.75,279.50848,284.61642,275.8816,0.0,0.003231489,2.623007,104001.445,0.0,56.30954
2026-01-04,38.16753926701571,355.0,278.60678,283.39615,274.92667,0.0,0.0030891178,2.1430993,104061.93,0.0,57.32638
2026-01-05,37.225130890052355,353.75,281.82465,287.02252,277.7778,1.4951691e-15,0.0044643725,3.3928366,103688.984,1.2918261e-10,66.177765
2026-01-05,37.225130890052355,355.0,280.9528,285.57507,276.5755,3.1337725e-14,0.004421089,2.852015,103779.71,2.7075795e-09,69.58966
2026-01-05,38.16753926701571,353.75,280.46283,284.82742,277.22705,1.2233469e-16,0.004322767,2.8097124,103849.02,1.0569717e-11,70.40424
2026-01-05,38.16753926701571,355.0,279.44998,283.75937,276.11667,3.0848936e-15,0.0041793277,2.4205918,103930.92,2.665348e-10,73.0282
2026-01-06,37.225130890052355,353.75,283.29352,288.01736,280.0055,4.8112505e-15,0.0047491835,2.7751887,103233.445,4.1569204e-10,63.493744
2026-01-06,37.225130890052355,355.0,283.01947,287.2369,280.3039,1.005054e-13,0.004629418,2.8308265,103320.72,8.683666e-09,63.094887
2026-01-06,38.16753926701571,353.75,281.33328,286.513,278.04022,7.392056e-17,0.0047006463,2.2262967,103365.664,6.386736e-12,71.80215
2026-01-06,38.16753926701571,355.0,281.10373,285.66418,278.03665,8.133614e-11,0.004536491,2.2887197,103434.414,7.0274423e-06,70.43693
2026-01-07,37.225130890052355,353.75,282.51093,286.11752,279.05954,5.0873084e-10,0.0049093515,1.4147216,103028.15,4.3954344e-05,69.02374
2026-01-07,37.225130890052355,355.0,282.55872,285.0395,280.78168,2.0521905e-10,0.004698161,1.1610823,103068.6,1.7730927e-05,65.87701
2026-01-07,38.16753926701571,353.75,281.8979,284.3135,279.2583,5.36631e-09,0.0051303194,1.531535,103087.164,0.0004636492,75.20455
2026-01-07,38.16753926701571,355.0,280.86862,283.17767,278.36688,7.834637e-10,0.0051226127,1.2260658,103146.74,6.769126e-05,80.56625
2026-01-08,37.225130890052355,353.75,284.2928,287.59402,282.36612,8.088716e-12,0.0059064208,1.4971831,103071.02,6.988651e-07,73.71889
2026-01-08,37.225130890052355,355.0,282.45743,284.86966,280.23795,3.054709e-11,0.004945755,1.012925,103161.45,2.6392686e-06,69.8748
2026-01-08,38.16753926701571,353.75,282.3232,285.44482,281.05975,7.601527e-09,0.0057354565,2.1735258,103090.53,0.00065677194,81.67147
2026-01-08,38.16753926701571,355.0,281.33823,283.30136,279.78552,2.2294762e-09,0.005115005,1.1378045,103190.195,0.00019262674,77.9531
2026-01-09,37.225130890052355,353.75,284.85562,288.3449,281.90164,1.3635978e-06,0.0068655144,1.530986,103289.87,0.11781485,82.68667
2026-01-09,37.225130890052355,355.0,282.70523,288.0526,278.4178,3.0228546e-07,0.005737751,1.2272253,103341.73,0.026117463,79.82734
2026-01-09,38.16753926701571,353.75,283.98343,286.12997,282.1976,1.6390719e-06,0.0072077685,1.2207471,103319.29,0.14161581,91.975266
2026-01-09,38.16753926701571,355.0,282.00067,284.62357,278.97168,6.890752e-07,0.0061532524,0.90914565,103395.73,0.059536096,89.78843
2026-01-10,37.225130890052355,353.75,283.9806,289.64236,280.0115,1.639883e-06,0.006080528,1.919289,102938.91,0.14168589,77.372734
2026-01-10,37.225130890052355,355.0,282.70367,288.765,278.50778,1.3011127e-06,0.005835394,1.7828716,103011.48,0.11241613,80.930016
2026-01-10,38.16753926701571,353.75,283.61917,287.90204,281.0785,3.0426595e-06,0.006303141,1.529197,103009.3,0.26288578,82.20212
2026-01-10,38.16753926701571,355.0,282.60156,286.958,279.30484,2.9698804e-06,0.0061491905,1.6223366,103082.46,0.25659767,85.9114
2026-01-11,37.225130890052355,353.75,283.67108,289.3008,279.72726,1.6488136e-07,0.0059803836,1.7718908,102527.31,0.014245749,77.37516
2026-01-11,37.225130890052355,355.0,282.52545,288.62228,278.47433,2.3078788e-07,0.005698889,1.3666496,102543.49,0.019940073,79.63156
2026-01-11,38.16753926701571,353.75,283.22275,288.19598,279.78702,4.9935842e-08,0.0061002644,1.6882869,102570.945,0.0043144566,81.35092
2026-01-11,38.16753926701571,355.0,282.56345,287.469,279.06683,1.3308407e-07,0.0059006833,1.3237041,102566.45,0.011498463,82.249435
2026-01-12,37.225130890052355,353.75,284.19836,289.59308,280.0352,4.6784305e-07,0.0059195524,2.5122614,102202.57,0.04042164,73.719635
2026-01-12,37.225130890052355,355.0,283.02832,288.82986,278.28934,8.150704e-08,0.0055686333,1.9527521,102237.88,0.007042208,75.01299
2026-01-12,38.16753926701571,353.75,283.2907,287.38702,280.89197,3.2018605e-07,0.0058782515,2.757059,102313.22,0.027664075,77.84951
2026-01-12,38.16753926701571,355.0,281.72797,285.3615,279.21085,1.0412841e-11,0.005551696,2.246995,102354.39,8.9966943e-07,81.71525
2026-01-13,37.225130890052355,353.75,282.82245,286.20953,280.1961,4.767465e-06,0.004545161,3.9577308,102176.48,0.41190895,62.077484
2026-01-13,37.225130890052355,355.0,281.3431,283.9805,278.9975,1.8369567e-06,0.0046066176,3.1754932,102346.06,0.15871306,69.62932
2026-01-13,38.16753926701571,353.75,281.34732,284.81244,279.2247,1.9771692e-06,0.0039628968,3.5055482,102331.93,0.17082742,59.89743
2026-01-13,38.16753926701571,355.0,279.5432,282.94427,277.32062,1.4895736e-06,0.0034066776,2.9877365,102498.18,0.12869915,58.358345
2026-01-14,37.225130890052355,353.75,282.72885,286.96655,279.90402,4.002254e-06,0.004824514,3.7688556,102137.78,0.34579477,66.271416
2026-01-14,37.225130890052355,355.0,281.0584,285.65796,278.05777,4.6007162e-06,0.0047038533,3.3731658,102274.28,0.3975019,72.43178
2026-01-14,38.16753926701571,353.75,280.70627,283.89575,278.27203,4.436814e-06,0.0040786704,3.5071993,102308.06,0.38334072,64.37438
2026-01-14,38.16753926701571,355.0,279.1616,282.9256,276.28687,3.3360543e-06,0.0035949266,3.1408973,102444.62,0.2882351,63.183952
2026-01-15,37.225130890052355,353.75,282.52576,287.09082,279.18777,1.1295936e-11,0.0048467927,4.008662,102674.91,9.759689e-07,67.845474
2026-01-15,37.225130890052355,355.0,280.89142,285.11633,278.06564,1.0003644e-12,0.0046702484,3.1444664,102829.29,8.6431484e-08,73.1321
2026-01-15,38.16753926701571,353.75,280.6631,284.46674,277.64172,3.3655883e-07,0.0044022603,3.3257098,102828.37,0.029078683,70.0272
2026-01-15,38.16753926701571,355.0,278.99255,282.95486,275.82877,6.909479e-08,0.003971229,2.86013,102998.445,0.00596979,70.983025
