start,length,peak,mean_tmax,year
2039-07-31,3,36.77529546786538,36.45988348153253,2039
2039-08-13,5,39.709942493998156,37.75029344718043,2039
2039-10-05,10,30.943031370600707,29.38967074513689,2039
2039-11-17,4,22.183244454316394,21.90580210642334,2039
2039-12-01,3,23.15524313209599,19.516360544794903,2039
2039-12-06,3,17.764858746216767,17.20489347163035,2039
2040-01-09,5,19.892851666666672,17.315000946023016,2040
2040-01-21,3,17.982041414490602,15.880392775962482,2040
2040-01-25,5,18.773559855972998,17.35863659057849,2040
2040-09-01,4,34.71510186986381,34.59519903654701,2040
2040-10-11,4,29.50403901795991,28.64866828253711,2040
2040-10-16,3,27.725736707988908,27.33057325273361,2040
2040-11-30,3,17.816322101578855,17.508044691891868,2040
2040-12-13,4,19.13379913445514,16.93972342390248,2040
2041-02-20,4,21.334816072842226,19.991318128948603,2041
2041-03-02,16,31.316076666666678,24.83223525592791,2041
2041-03-22,18,32.40777166666669,27.530105684533467,2041
2041-04-24,3,27.202880544956184,26.841247787822997,2041
2041-07-02,4,40.74289728774559,39.20276827350878,2041
2041-08-07,5,36.66158757527472,36.314064436364085,2041
2041-08-13,8,39.93834857045455,38.10136478283913,2041
2041-08-25,10,37.73615645269078,36.14129436161855,2041
2041-10-31,3,26.19910065367878,25.54071399828385,2041
2041-12-20,5,18.848383637722737,16.69701859233762,2041
2042-01-18,8,19.445691666666676,16.978809452137167,2042
2042-02-21,13,27.102622901593833,22.26822741238806,2042
2042-03-11,8,31.13769333333336,26.699462354238822,2042
2042-04-20,3,26.743910541406517,25.939293136886974,2042
2042-09-02,3,34.91118950625343,34.63576411255345,2042
2042-10-01,11,30.66985105432562,29.827142370122292,2042
2042-11-30,13,23.885746666666652,19.999797007159348,2042
2042-12-18,5,19.124209922191316,17.37784526223097,2042
2042-12-25,6,17.545988316761314,15.83827415468493,2042
2043-03-29,10,25.361796535066915,23.661379524642193,2043
2043-04-20,6,30.886558333333337,28.176286062985923,2043
2043-04-29,9,32.27500089662568,29.475139129700235,2043
2043-06-01,3,33.560087640832165,32.94292025640423,2043
2043-06-08,9,44.134184166666685,39.276833888718336,2043
2043-06-24,7,45.11567250000001,41.546488517219935,2043
2043-07-20,12,42.67925416666669,39.216000924884725,2043
2043-10-05,3,30.468935396284536,29.876006166677822,2043
2043-10-15,3,27.936018833410504,27.45114646200958,2043
2043-10-24,5,29.963734623623953,27.013420327406077,2043
2043-10-31,4,27.37939000000001,26.000928173433238,2043
2043-11-15,3,23.747490714982124,22.821349007623894,2043
2043-12-16,4,24.06569499999999,21.469173033496656,2043
2044-01-04,10,20.875706666666673,19.14305808691186,2044
2044-01-16,3,19.026480854437445,17.500719176964214,2044
2044-01-21,4,19.799383333333328,17.166520884037098,2044
2044-02-28,5,28.824516662608985,25.630507706897838,2044
2044-03-11,17,32.04887000000002,28.49314418620949,2044
2044-05-28,3,35.13309674665848,33.37871558038009,2044
2044-06-13,3,39.162642019668084,36.87090330314616,2044
2044-06-28,3,36.89278570254886,36.627317217502586,2044
2044-07-06,9,41.809849475827626,38.66019763816721,2044
2044-07-17,15,41.82059571198866,39.27148989607899,2044
2044-08-21,7,37.75673250751552,36.86245277037461,2044
2044-10-01,10,36.07525916666668,33.418767730749266,2044
2044-12-11,10,23.909133333333315,18.685748183823804,2044
2045-01-11,10,19.732221666666685,18.164083533969876,2045
2045-01-24,5,19.175677263209558,18.27296585903742,2045
2045-01-31,3,20.674555436760382,17.941880724739946,2045
2045-02-09,5,21.74808166666666,19.843689876349394,2045
2045-06-09,7,42.62280083333333,38.806661938401064,2045
2045-06-20,4,41.20232448191389,38.50407018742432,2045
2045-07-14,6,40.07296124997522,38.52628161861039,2045
2045-07-24,3,38.12624194536425,37.69017403075062,2045
2045-08-19,5,37.75243098342958,36.93771244843127,2045
2045-09-06,6,34.07196494503772,33.394873620981826,2045
2045-10-03,8,32.053009579734535,30.834080093833713,2045
2045-10-13,11,29.431100611049896,28.68884329538755,2045
