,raw,corrected,delta,pct_change
tmin_mean,14.272393032876735,12.633690846919233,-1.6387021859575022,-11.481621772765925
tmax_mean,20.8137134799087,22.26772011508324,1.4540066351745402,6.985810756826648
tas_mean,17.59728270639272,16.673840843437304,-0.9234418629554142,-5.24763895859869
precip_total,505.86358634295567,513.7129959863926,7.8494096434369,1.5516850501501225
max_week_precip_mm,55.864776653874785,78.0119072489385,22.147130595063715,39.64417638735442
days tmax>=35 C,26.0,25.85,-0.14999999999999858,-0.5769230769230714
tropical nights tmin>=20 C,104.55,80.3,-24.25,-23.194643711142994
wet days,95.05,72.85,-22.200000000000003,-23.356128353498164
