variable,OLS slope/decade,OLS p-value,Theil-Sen slope/decade,Theil-Sen 95% CI low,Theil-Sen 95% CI high,Kendall tau,tau p-value,significant (p<0.05)
tas_mean,1.057581711207694,0.0002352471956688681,1.0357665556280264,0.721014478316917,1.5025529999589895,0.5789473684210527,0.00019531614824281216,True
tmin_mean,1.0671823501933146,0.0002072244324291781,1.0433627235395604,0.6280918104843103,1.5200360316961459,0.5578947368421052,0.00035899561704050146,True
tmax_mean,1.18950981500016,0.000707865917189114,1.2188112458161213,0.6246997271958529,1.9231634973756393,0.4842105263157895,0.0023549443013355514,True
heat_index_mean,1.1514350029345217,0.0002250870008166261,1.0915347932544992,0.7210629650944256,1.6174461714650004,0.5894736842105264,0.00014216492337970727,True
precip_total,-43.23625337709636,0.43411035114299695,-53.038074098138836,-119.35847674010715,21.07957502433176,-0.25263157894736843,0.12841351117075267,False
max_week_precip_mm,-2.649506035571039,0.8236511045271576,-7.948591916936316,-25.140168742045155,17.466699597565423,-0.1368421052631579,0.4222502818286719,False
