variable,OLS slope/decade,OLS p-value,Theil-Sen slope/decade,Theil-Sen 95% CI low,Theil-Sen 95% CI high,Kendall tau,tau p-value,significant (p<0.05)
tas_mean,0.9417725364781817,0.000353790442750883,0.9190790833481594,0.53464998173515,1.3603538682322227,0.5263157894736842,0.0008408300763063621,True
tmin_mean,0.9411176829058953,0.00022860505770745147,0.921729397586432,0.5517549467275451,1.3464643877127438,0.5578947368421052,0.00035899561704050146,True
tmax_mean,0.9439874113365608,0.0010263380969004667,0.9861804014459657,0.4949320939334635,1.548008219178083,0.4736842105263158,0.0029943591168169765,True
heat_index_mean,1.0221605913888319,0.0002496820249839431,0.9744178898442244,0.6130895671544003,1.4817681191240424,0.5578947368421052,0.00035899561704050146,True
precip_total,-44.44474319442767,0.3394457841617661,-68.61325207666404,-126.98669640887296,28.55045229902165,-0.23157894736842105,0.16497640636360544,False
max_week_precip_mm,-5.697168226685517,0.398163287662819,-5.54615919569189,-18.01463950263475,6.999716753415363,-0.16842105263157894,0.31889648047194963,False
